State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,5.017,5.255,5.468,5.94,U.S Dollar,US Gallon,2026-05-02
Alabama,AL,3.945,4.387,4.793,5.244,U.S Dollar,US Gallon,2026-05-02
Arkansas,AR,3.87,4.314,4.659,5.1,U.S Dollar,US Gallon,2026-05-02
Arizona,AZ,4.738,5.103,5.418,5.801,U.S Dollar,US Gallon,2026-05-02
California,CA,6.088,6.311,6.505,7.508,U.S Dollar,US Gallon,2026-05-02
Colorado,CO,4.439,4.852,5.178,5.524,U.S Dollar,US Gallon,2026-05-02
Connecticut,CT,4.492,4.955,5.348,5.84,U.S Dollar,US Gallon,2026-05-02
District of Columbia,DC,4.476,5.018,5.401,5.914,U.S Dollar,US Gallon,2026-05-02
Delaware,DE,4.201,4.725,5.02,5.555,U.S Dollar,US Gallon,2026-05-02
Florida,FL,4.34,4.78,5.107,5.403,U.S Dollar,US Gallon,2026-05-02
Georgia,GA,3.838,4.277,4.71,5.049,U.S Dollar,US Gallon,2026-05-02
Hawaii,HI,5.642,5.892,6.137,7.152,U.S Dollar,US Gallon,2026-05-02
Iowa,IA,3.959,4.207,4.791,5.238,U.S Dollar,US Gallon,2026-05-02
Idaho,ID,4.446,4.7,5.0,5.488,U.S Dollar,US Gallon,2026-05-02
Illinois,IL,4.924,5.452,5.926,5.908,U.S Dollar,US Gallon,2026-05-02
Indiana,IN,4.836,5.312,5.805,5.961,U.S Dollar,US Gallon,2026-05-02
Kansas,KS,3.942,4.26,4.58,5.045,U.S Dollar,US Gallon,2026-05-02
Kentucky,KY,4.21,4.73,5.161,5.242,U.S Dollar,US Gallon,2026-05-02
Louisiana,LA,3.883,4.295,4.69,5.092,U.S Dollar,US Gallon,2026-05-02
Massachusetts,MA,4.304,4.826,5.22,5.825,U.S Dollar,US Gallon,2026-05-02
Maryland,MD,4.265,4.803,5.132,5.638,U.S Dollar,US Gallon,2026-05-02
Maine,ME,4.379,4.901,5.385,5.806,U.S Dollar,US Gallon,2026-05-02
Michigan,MI,4.878,5.389,5.95,5.963,U.S Dollar,US Gallon,2026-05-02
Minnesota,MN,4.043,4.447,4.945,5.323,U.S Dollar,US Gallon,2026-05-02
Missouri,MO,3.959,4.312,4.642,5.176,U.S Dollar,US Gallon,2026-05-02
Mississippi,MS,3.866,4.288,4.684,5.095,U.S Dollar,US Gallon,2026-05-02
Montana,MT,4.29,4.606,4.95,5.328,U.S Dollar,US Gallon,2026-05-02
North Carolina,NC,4.071,4.504,4.897,5.523,U.S Dollar,US Gallon,2026-05-02
North Dakota,ND,3.984,4.341,4.758,5.127,U.S Dollar,US Gallon,2026-05-02
Nebraska,NE,3.959,4.139,4.61,5.003,U.S Dollar,US Gallon,2026-05-02
New Hampshire,NH,4.323,4.814,5.265,5.764,U.S Dollar,US Gallon,2026-05-02
New Jersey,NJ,4.397,4.871,5.141,5.67,U.S Dollar,US Gallon,2026-05-02
New Mexico,NM,4.168,4.593,4.904,5.429,U.S Dollar,US Gallon,2026-05-02
Nevada,NV,5.162,5.485,5.763,6.153,U.S Dollar,US Gallon,2026-05-02
New York,NY,4.426,4.889,5.289,5.938,U.S Dollar,US Gallon,2026-05-02
Ohio,OH,4.892,5.354,5.856,5.883,U.S Dollar,US Gallon,2026-05-02
Oklahoma,OK,3.874,4.274,4.574,4.982,U.S Dollar,US Gallon,2026-05-02
Oregon,OR,5.244,5.449,5.734,6.25,U.S Dollar,US Gallon,2026-05-02
Pennsylvania,PA,4.502,4.897,5.274,5.984,U.S Dollar,US Gallon,2026-05-02
Rhode Island,RI,4.338,4.992,5.388,5.702,U.S Dollar,US Gallon,2026-05-02
South Carolina,SC,3.994,4.423,4.824,5.371,U.S Dollar,US Gallon,2026-05-02
South Dakota,SD,4.059,4.225,4.692,5.099,U.S Dollar,US Gallon,2026-05-02
Tennessee,TN,3.985,4.431,4.821,5.236,U.S Dollar,US Gallon,2026-05-02
Texas,TX,3.914,4.378,4.747,4.993,U.S Dollar,US Gallon,2026-05-02
Utah,UT,4.393,4.667,4.917,5.414,U.S Dollar,US Gallon,2026-05-02
Virginia,VA,4.167,4.611,4.987,5.623,U.S Dollar,US Gallon,2026-05-02
Vermont,VT,4.394,4.886,5.329,5.805,U.S Dollar,US Gallon,2026-05-02
Washington,WA,5.65,5.888,6.145,6.85,U.S Dollar,US Gallon,2026-05-02
Wisconsin,WI,4.343,4.796,5.409,5.468,U.S Dollar,US Gallon,2026-05-02
West Virginia,WV,4.285,4.703,5.138,5.659,U.S Dollar,US Gallon,2026-05-02
Wyoming,WY,4.271,4.554,4.843,5.32,U.S Dollar,US Gallon,2026-05-02
