State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.7677,4.9922,5.2241,5.4333,U.S Dollar,US Gallon,2026-08-08
Alabama,AL,3.6431,4.1165,4.5333,5.0928,U.S Dollar,US Gallon,2026-08-08
Arkansas,AR,3.6418,4.1387,4.4952,4.906,U.S Dollar,US Gallon,2026-08-08
Arizona,AZ,4.3404,4.7112,5.0401,5.5158,U.S Dollar,US Gallon,2026-08-08
California,CA,5.5972,5.8371,6.0245,6.8663,U.S Dollar,US Gallon,2026-08-08
Colorado,CO,4.007,4.4115,4.7542,5.1321,U.S Dollar,US Gallon,2026-08-08
Connecticut,CT,4.122,4.7376,5.1393,5.5183,U.S Dollar,US Gallon,2026-08-08
District of Columbia,DC,4.2197,4.8152,5.232,5.609,U.S Dollar,US Gallon,2026-08-08
Delaware,DE,3.9891,4.6082,4.9064,5.2602,U.S Dollar,US Gallon,2026-08-08
Florida,FL,3.8997,4.3733,4.7118,5.324,U.S Dollar,US Gallon,2026-08-08
Georgia,GA,3.7791,4.2572,4.6809,5.2796,U.S Dollar,US Gallon,2026-08-08
Hawaii,HI,5.4581,5.7113,5.9649,6.9791,U.S Dollar,US Gallon,2026-08-08
Iowa,IA,3.7335,4.0304,4.5871,5.02,U.S Dollar,US Gallon,2026-08-08
Idaho,ID,4.352,4.6559,4.9341,5.3539,U.S Dollar,US Gallon,2026-08-08
Illinois,IL,4.2606,4.8548,5.3813,5.2833,U.S Dollar,US Gallon,2026-08-08
Indiana,IN,3.499,4.0916,4.617,5.3348,U.S Dollar,US Gallon,2026-08-08
Kansas,KS,3.6998,4.0528,4.4011,4.8284,U.S Dollar,US Gallon,2026-08-08
Kentucky,KY,3.5879,4.1428,4.5796,4.9203,U.S Dollar,US Gallon,2026-08-08
Louisiana,LA,3.5916,4.0588,4.4482,4.9611,U.S Dollar,US Gallon,2026-08-08
Massachusetts,MA,4.0543,4.6963,5.096,5.446,U.S Dollar,US Gallon,2026-08-08
Maryland,MD,4.0286,4.6671,4.9833,5.4012,U.S Dollar,US Gallon,2026-08-08
Maine,ME,4.0536,4.6074,5.0809,5.5128,U.S Dollar,US Gallon,2026-08-08
Michigan,MI,4.1662,4.8078,5.4041,5.351,U.S Dollar,US Gallon,2026-08-08
Minnesota,MN,3.8558,4.2898,4.78,5.0799,U.S Dollar,US Gallon,2026-08-08
Missouri,MO,3.6788,4.0542,4.4074,4.8374,U.S Dollar,US Gallon,2026-08-08
Mississippi,MS,3.6029,4.067,4.453,4.9786,U.S Dollar,US Gallon,2026-08-08
Montana,MT,4.2365,4.5664,4.9221,5.0727,U.S Dollar,US Gallon,2026-08-08
North Carolina,NC,3.6944,4.1586,4.5632,5.2319,U.S Dollar,US Gallon,2026-08-08
North Dakota,ND,3.8612,4.2472,4.6119,4.9536,U.S Dollar,US Gallon,2026-08-08
Nebraska,NE,3.8596,4.0926,4.5752,4.8989,U.S Dollar,US Gallon,2026-08-08
New Hampshire,NH,4.0074,4.599,5.0374,5.389,U.S Dollar,US Gallon,2026-08-08
New Jersey,NJ,4.033,4.6393,4.9158,5.3831,U.S Dollar,US Gallon,2026-08-08
New Mexico,NM,3.8625,4.2918,4.608,5.1091,U.S Dollar,US Gallon,2026-08-08
Nevada,NV,4.7605,5.0805,5.3771,5.6853,U.S Dollar,US Gallon,2026-08-08
New York,NY,4.1714,4.7189,5.1074,5.6013,U.S Dollar,US Gallon,2026-08-08
Ohio,OH,3.9244,4.4912,5.0209,5.2324,U.S Dollar,US Gallon,2026-08-08
Oklahoma,OK,3.6078,4.0195,4.3135,4.7361,U.S Dollar,US Gallon,2026-08-08
Oregon,OR,4.6599,4.9357,5.226,5.5023,U.S Dollar,US Gallon,2026-08-08
Pennsylvania,PA,4.1256,4.5969,4.9786,5.5548,U.S Dollar,US Gallon,2026-08-08
Rhode Island,RI,3.987,4.7196,5.1267,5.3349,U.S Dollar,US Gallon,2026-08-08
South Carolina,SC,3.5595,4.0131,4.4251,5.1013,U.S Dollar,US Gallon,2026-08-08
South Dakota,SD,3.9533,4.1568,4.6587,4.8951,U.S Dollar,US Gallon,2026-08-08
Tennessee,TN,3.577,4.0419,4.4482,5.0002,U.S Dollar,US Gallon,2026-08-08
Texas,TX,3.576,4.0783,4.4538,4.9247,U.S Dollar,US Gallon,2026-08-08
Utah,UT,4.3214,4.6245,4.8719,5.3665,U.S Dollar,US Gallon,2026-08-08
Virginia,VA,3.8308,4.3301,4.7177,5.2783,U.S Dollar,US Gallon,2026-08-08
Vermont,VT,4.1418,4.7128,5.1461,5.4602,U.S Dollar,US Gallon,2026-08-08
Washington,WA,5.1272,5.4218,5.6749,6.1657,U.S Dollar,US Gallon,2026-08-08
Wisconsin,WI,3.8717,4.4621,5.0689,5.0671,U.S Dollar,US Gallon,2026-08-08
West Virginia,WV,3.8433,4.2758,4.7199,5.0212,U.S Dollar,US Gallon,2026-08-08
Wyoming,WY,4.1384,4.4389,4.7385,5.1362,U.S Dollar,US Gallon,2026-08-08
