State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.781,4.023,4.243,4.067,U.S Dollar,US Gallon,2025-09-07
Alabama,AL,2.831,3.283,3.676,3.457,U.S Dollar,US Gallon,2025-09-07
Arkansas,AR,2.828,3.284,3.641,3.383,U.S Dollar,US Gallon,2025-09-07
Arizona,AZ,3.51,3.875,4.191,3.642,U.S Dollar,US Gallon,2025-09-07
California,CA,4.616,4.845,5.027,5.147,U.S Dollar,US Gallon,2025-09-07
Colorado,CO,3.224,3.621,3.948,3.579,U.S Dollar,US Gallon,2025-09-07
Connecticut,CT,3.204,3.766,4.124,3.757,U.S Dollar,US Gallon,2025-09-07
District of Columbia,DC,3.242,3.824,4.266,3.803,U.S Dollar,US Gallon,2025-09-07
Delaware,DE,3.159,3.694,3.971,3.744,U.S Dollar,US Gallon,2025-09-07
Florida,FL,3.095,3.549,3.862,3.639,U.S Dollar,US Gallon,2025-09-07
Georgia,GA,2.91,3.357,3.762,3.559,U.S Dollar,US Gallon,2025-09-07
Hawaii,HI,4.469,4.703,4.951,5.243,U.S Dollar,US Gallon,2025-09-07
Iowa,IA,2.852,3.155,3.65,3.567,U.S Dollar,US Gallon,2025-09-07
Idaho,ID,3.466,3.749,4.032,3.802,U.S Dollar,US Gallon,2025-09-07
Illinois,IL,3.462,4.049,4.517,3.768,U.S Dollar,US Gallon,2025-09-07
Indiana,IN,3.176,3.726,4.22,3.797,U.S Dollar,US Gallon,2025-09-07
Kansas,KS,2.908,3.232,3.587,3.447,U.S Dollar,US Gallon,2025-09-07
Kentucky,KY,2.913,3.455,3.876,3.407,U.S Dollar,US Gallon,2025-09-07
Louisiana,LA,2.789,3.236,3.613,3.342,U.S Dollar,US Gallon,2025-09-07
Massachusetts,MA,3.124,3.721,4.089,3.86,U.S Dollar,US Gallon,2025-09-07
Maryland,MD,3.179,3.739,4.022,3.782,U.S Dollar,US Gallon,2025-09-07
Maine,ME,3.15,3.677,4.136,3.898,U.S Dollar,US Gallon,2025-09-07
Michigan,MI,3.181,3.742,4.294,3.693,U.S Dollar,US Gallon,2025-09-07
Minnesota,MN,3.12,3.53,3.966,3.644,U.S Dollar,US Gallon,2025-09-07
Missouri,MO,2.901,3.247,3.576,3.42,U.S Dollar,US Gallon,2025-09-07
Mississippi,MS,2.721,3.17,3.537,3.288,U.S Dollar,US Gallon,2025-09-07
Montana,MT,3.249,3.557,3.909,3.654,U.S Dollar,US Gallon,2025-09-07
North Carolina,NC,2.869,3.314,3.704,3.501,U.S Dollar,US Gallon,2025-09-07
North Dakota,ND,2.93,3.235,3.618,3.475,U.S Dollar,US Gallon,2025-09-07
Nebraska,NE,3.011,3.206,3.734,3.426,U.S Dollar,US Gallon,2025-09-07
New Hampshire,NH,3.084,3.641,4.059,3.806,U.S Dollar,US Gallon,2025-09-07
New Jersey,NJ,3.173,3.699,3.944,3.657,U.S Dollar,US Gallon,2025-09-07
New Mexico,NM,3.053,3.455,3.767,3.531,U.S Dollar,US Gallon,2025-09-07
Nevada,NV,3.858,4.145,4.413,3.958,U.S Dollar,US Gallon,2025-09-07
New York,NY,3.259,3.757,4.137,3.922,U.S Dollar,US Gallon,2025-09-07
Ohio,OH,3.04,3.572,4.083,3.633,U.S Dollar,US Gallon,2025-09-07
Oklahoma,OK,2.757,3.155,3.444,3.293,U.S Dollar,US Gallon,2025-09-07
Oregon,OR,4.067,4.265,4.523,4.477,U.S Dollar,US Gallon,2025-09-07
Pennsylvania,PA,3.379,3.814,4.179,3.996,U.S Dollar,US Gallon,2025-09-07
Rhode Island,RI,3.151,3.848,4.235,3.813,U.S Dollar,US Gallon,2025-09-07
South Carolina,SC,2.838,3.272,3.653,3.444,U.S Dollar,US Gallon,2025-09-07
South Dakota,SD,3.024,3.196,3.68,3.441,U.S Dollar,US Gallon,2025-09-07
Tennessee,TN,2.844,3.316,3.708,3.431,U.S Dollar,US Gallon,2025-09-07
Texas,TX,2.751,3.219,3.575,3.202,U.S Dollar,US Gallon,2025-09-07
Utah,UT,3.292,3.565,3.797,3.636,U.S Dollar,US Gallon,2025-09-07
Virginia,VA,3.021,3.503,3.872,3.624,U.S Dollar,US Gallon,2025-09-07
Vermont,VT,3.189,3.719,4.133,3.812,U.S Dollar,US Gallon,2025-09-07
Washington,WA,4.447,4.693,4.926,5.039,U.S Dollar,US Gallon,2025-09-07
Wisconsin,WI,2.98,3.505,3.992,3.511,U.S Dollar,US Gallon,2025-09-07
West Virginia,WV,3.068,3.491,3.936,3.581,U.S Dollar,US Gallon,2025-09-07
Wyoming,WY,3.134,3.416,3.702,3.586,U.S Dollar,US Gallon,2025-09-07
