State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,5.253,5.518,5.711,5.849,U.S Dollar,US Gallon,2026-05-26
Alabama,AL,4.104,4.551,4.944,5.203,U.S Dollar,US Gallon,2026-05-26
Arkansas,AR,4.058,4.502,4.853,5.11,U.S Dollar,US Gallon,2026-05-26
Arizona,AZ,4.784,5.14,5.465,5.77,U.S Dollar,US Gallon,2026-05-26
California,CA,6.109,6.328,6.525,7.377,U.S Dollar,US Gallon,2026-05-26
Colorado,CO,4.623,5.028,5.355,5.461,U.S Dollar,US Gallon,2026-05-26
Connecticut,CT,4.619,5.135,5.511,5.775,U.S Dollar,US Gallon,2026-05-26
District of Columbia,DC,4.638,5.269,5.612,5.941,U.S Dollar,US Gallon,2026-05-26
Delaware,DE,4.325,4.89,5.182,5.431,U.S Dollar,US Gallon,2026-05-26
Florida,FL,4.318,4.755,5.084,5.337,U.S Dollar,US Gallon,2026-05-26
Georgia,GA,3.972,4.41,4.834,5.037,U.S Dollar,US Gallon,2026-05-26
Hawaii,HI,5.668,5.895,6.151,7.095,U.S Dollar,US Gallon,2026-05-26
Iowa,IA,4.147,4.468,5.008,5.255,U.S Dollar,US Gallon,2026-05-26
Idaho,ID,4.676,4.953,5.244,5.6,U.S Dollar,US Gallon,2026-05-26
Illinois,IL,4.925,5.514,5.984,5.999,U.S Dollar,US Gallon,2026-05-26
Indiana,IN,3.893,4.464,4.957,5.968,U.S Dollar,US Gallon,2026-05-26
Kansas,KS,4.053,4.394,4.755,5.089,U.S Dollar,US Gallon,2026-05-26
Kentucky,KY,4.246,4.808,5.222,5.223,U.S Dollar,US Gallon,2026-05-26
Louisiana,LA,3.99,4.417,4.813,5.038,U.S Dollar,US Gallon,2026-05-26
Massachusetts,MA,4.481,5.044,5.434,5.749,U.S Dollar,US Gallon,2026-05-26
Maryland,MD,4.386,4.945,5.273,5.485,U.S Dollar,US Gallon,2026-05-26
Maine,ME,4.482,5.017,5.523,5.776,U.S Dollar,US Gallon,2026-05-26
Michigan,MI,4.611,5.209,5.784,5.996,U.S Dollar,US Gallon,2026-05-26
Minnesota,MN,4.293,4.726,5.216,5.317,U.S Dollar,US Gallon,2026-05-26
Missouri,MO,4.151,4.536,4.86,5.236,U.S Dollar,US Gallon,2026-05-26
Mississippi,MS,3.959,4.381,4.767,5.024,U.S Dollar,US Gallon,2026-05-26
Montana,MT,4.58,4.947,5.263,5.394,U.S Dollar,US Gallon,2026-05-26
North Carolina,NC,4.145,4.575,4.978,5.289,U.S Dollar,US Gallon,2026-05-26
North Dakota,ND,4.146,4.516,4.961,5.148,U.S Dollar,US Gallon,2026-05-26
Nebraska,NE,4.254,4.457,4.95,5.129,U.S Dollar,US Gallon,2026-05-26
New Hampshire,NH,4.457,4.971,5.444,5.717,U.S Dollar,US Gallon,2026-05-26
New Jersey,NJ,4.495,5.001,5.282,5.542,U.S Dollar,US Gallon,2026-05-26
New Mexico,NM,4.344,4.754,5.068,5.41,U.S Dollar,US Gallon,2026-05-26
Nevada,NV,5.248,5.546,5.862,6.142,U.S Dollar,US Gallon,2026-05-26
New York,NY,4.588,5.065,5.463,5.908,U.S Dollar,US Gallon,2026-05-26
Ohio,OH,4.613,5.155,5.667,5.955,U.S Dollar,US Gallon,2026-05-26
Oklahoma,OK,3.974,4.372,4.67,4.958,U.S Dollar,US Gallon,2026-05-26
Oregon,OR,5.301,5.544,5.839,6.138,U.S Dollar,US Gallon,2026-05-26
Pennsylvania,PA,4.597,5.022,5.406,5.892,U.S Dollar,US Gallon,2026-05-26
Rhode Island,RI,4.442,5.126,5.553,5.509,U.S Dollar,US Gallon,2026-05-26
South Carolina,SC,4.079,4.501,4.901,5.17,U.S Dollar,US Gallon,2026-05-26
South Dakota,SD,4.275,4.498,4.994,5.115,U.S Dollar,US Gallon,2026-05-26
Tennessee,TN,4.125,4.569,4.969,5.139,U.S Dollar,US Gallon,2026-05-26
Texas,TX,3.994,4.466,4.831,4.988,U.S Dollar,US Gallon,2026-05-26
Utah,UT,4.627,4.903,5.147,5.59,U.S Dollar,US Gallon,2026-05-26
Virginia,VA,4.367,4.822,5.204,5.474,U.S Dollar,US Gallon,2026-05-26
Vermont,VT,4.536,5.064,5.507,5.738,U.S Dollar,US Gallon,2026-05-26
Washington,WA,5.759,5.989,6.247,6.713,U.S Dollar,US Gallon,2026-05-26
Wisconsin,WI,4.356,4.912,5.479,5.689,U.S Dollar,US Gallon,2026-05-26
West Virginia,WV,4.47,4.888,5.34,5.649,U.S Dollar,US Gallon,2026-05-26
Wyoming,WY,4.513,4.8,5.095,5.47,U.S Dollar,US Gallon,2026-05-26
