State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.658,3.84,4.055,3.62,U.S Dollar,US Gallon,2025-04-09
Alabama,AL,2.852,3.285,3.67,3.41,U.S Dollar,US Gallon,2025-04-09
Arkansas,AR,2.856,3.266,3.643,3.3,U.S Dollar,US Gallon,2025-04-09
Arizona,AZ,3.402,3.747,4.065,3.57,U.S Dollar,US Gallon,2025-04-09
California,CA,4.938,5.152,5.328,5.042,U.S Dollar,US Gallon,2025-04-09
Colorado,CO,3.085,3.465,3.781,3.382,U.S Dollar,US Gallon,2025-04-09
Connecticut,CT,3.082,3.681,4.033,3.834,U.S Dollar,US Gallon,2025-04-09
District of Columbia,DC,3.248,3.813,4.215,3.845,U.S Dollar,US Gallon,2025-04-09
Delaware,DE,3.153,3.674,3.937,3.703,U.S Dollar,US Gallon,2025-04-09
Florida,FL,3.198,3.645,3.956,3.601,U.S Dollar,US Gallon,2025-04-09
Georgia,GA,3.023,3.469,3.859,3.562,U.S Dollar,US Gallon,2025-04-09
Hawaii,HI,4.512,4.746,4.999,5.278,U.S Dollar,US Gallon,2025-04-09
Iowa,IA,3.068,3.298,3.781,3.384,U.S Dollar,US Gallon,2025-04-09
Idaho,ID,3.361,3.588,3.823,3.53,U.S Dollar,US Gallon,2025-04-09
Illinois,IL,3.481,4.038,4.497,3.614,U.S Dollar,US Gallon,2025-04-09
Indiana,IN,3.212,3.732,4.229,3.652,U.S Dollar,US Gallon,2025-04-09
Kansas,KS,2.875,3.196,3.494,3.324,U.S Dollar,US Gallon,2025-04-09
Kentucky,KY,2.852,3.385,3.805,3.286,U.S Dollar,US Gallon,2025-04-09
Louisiana,LA,2.82,3.262,3.631,3.258,U.S Dollar,US Gallon,2025-04-09
Massachusetts,MA,2.983,3.575,3.933,3.818,U.S Dollar,US Gallon,2025-04-09
Maryland,MD,3.269,3.835,4.117,3.771,U.S Dollar,US Gallon,2025-04-09
Maine,ME,3.002,3.522,3.97,3.912,U.S Dollar,US Gallon,2025-04-09
Michigan,MI,3.166,3.714,4.254,3.536,U.S Dollar,US Gallon,2025-04-09
Minnesota,MN,3.172,3.526,3.938,3.477,U.S Dollar,US Gallon,2025-04-09
Missouri,MO,2.907,3.246,3.563,3.262,U.S Dollar,US Gallon,2025-04-09
Mississippi,MS,2.743,3.186,3.55,3.244,U.S Dollar,US Gallon,2025-04-09
Montana,MT,3.178,3.477,3.772,3.444,U.S Dollar,US Gallon,2025-04-09
North Carolina,NC,2.941,3.378,3.766,3.514,U.S Dollar,US Gallon,2025-04-09
North Dakota,ND,3.094,3.386,3.721,3.442,U.S Dollar,US Gallon,2025-04-09
Nebraska,NE,3.121,3.3,3.73,3.336,U.S Dollar,US Gallon,2025-04-09
New Hampshire,NH,2.882,3.451,3.866,3.782,U.S Dollar,US Gallon,2025-04-09
New Jersey,NJ,3.053,3.625,3.861,3.677,U.S Dollar,US Gallon,2025-04-09
New Mexico,NM,3.005,3.404,3.701,3.428,U.S Dollar,US Gallon,2025-04-09
Nevada,NV,3.994,4.277,4.543,3.856,U.S Dollar,US Gallon,2025-04-09
New York,NY,3.132,3.648,4.017,3.941,U.S Dollar,US Gallon,2025-04-09
Ohio,OH,3.077,3.609,4.113,3.533,U.S Dollar,US Gallon,2025-04-09
Oklahoma,OK,2.789,3.159,3.453,3.174,U.S Dollar,US Gallon,2025-04-09
Oregon,OR,4.002,4.232,4.468,3.944,U.S Dollar,US Gallon,2025-04-09
Pennsylvania,PA,3.396,3.832,4.19,4.055,U.S Dollar,US Gallon,2025-04-09
Rhode Island,RI,2.98,3.696,4.043,3.788,U.S Dollar,US Gallon,2025-04-09
South Carolina,SC,2.832,3.27,3.637,3.368,U.S Dollar,US Gallon,2025-04-09
South Dakota,SD,3.106,3.288,3.7,3.32,U.S Dollar,US Gallon,2025-04-09
Tennessee,TN,2.769,3.199,3.583,3.372,U.S Dollar,US Gallon,2025-04-09
Texas,TX,2.835,3.287,3.639,3.201,U.S Dollar,US Gallon,2025-04-09
Utah,UT,3.245,3.487,3.706,3.472,U.S Dollar,US Gallon,2025-04-09
Virginia,VA,3.066,3.537,3.901,3.604,U.S Dollar,US Gallon,2025-04-09
Vermont,VT,3.137,3.675,4.098,3.819,U.S Dollar,US Gallon,2025-04-09
Washington,WA,4.39,4.63,4.857,4.512,U.S Dollar,US Gallon,2025-04-09
Wisconsin,WI,3.103,3.59,4.095,3.341,U.S Dollar,US Gallon,2025-04-09
West Virginia,WV,3.095,3.518,3.957,3.561,U.S Dollar,US Gallon,2025-04-09
Wyoming,WY,3.191,3.454,3.735,3.471,U.S Dollar,US Gallon,2025-04-09
