State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.887,4.149,4.363,4.081,U.S Dollar,US Gallon,2025-09-26
Alabama,AL,2.778,3.227,3.621,3.432,U.S Dollar,US Gallon,2025-09-26
Arkansas,AR,2.754,3.209,3.58,3.349,U.S Dollar,US Gallon,2025-09-26
Arizona,AZ,3.569,3.952,4.264,3.648,U.S Dollar,US Gallon,2025-09-26
California,CA,4.646,4.888,5.063,5.16,U.S Dollar,US Gallon,2025-09-26
Colorado,CO,3.083,3.48,3.801,3.49,U.S Dollar,US Gallon,2025-09-26
Connecticut,CT,3.157,3.746,4.1,3.779,U.S Dollar,US Gallon,2025-09-26
District of Columbia,DC,3.238,3.803,4.189,3.862,U.S Dollar,US Gallon,2025-09-26
Delaware,DE,3.078,3.617,3.906,3.667,U.S Dollar,US Gallon,2025-09-26
Florida,FL,2.985,3.436,3.757,3.525,U.S Dollar,US Gallon,2025-09-26
Georgia,GA,2.885,3.338,3.741,3.544,U.S Dollar,US Gallon,2025-09-26
Hawaii,HI,4.483,4.712,4.96,5.269,U.S Dollar,US Gallon,2025-09-26
Iowa,IA,2.876,3.142,3.658,3.472,U.S Dollar,US Gallon,2025-09-26
Idaho,ID,3.501,3.778,4.056,3.821,U.S Dollar,US Gallon,2025-09-26
Illinois,IL,3.394,3.993,4.45,3.751,U.S Dollar,US Gallon,2025-09-26
Indiana,IN,3.165,3.711,4.207,3.859,U.S Dollar,US Gallon,2025-09-26
Kansas,KS,2.854,3.192,3.53,3.439,U.S Dollar,US Gallon,2025-09-26
Kentucky,KY,2.802,3.352,3.773,3.409,U.S Dollar,US Gallon,2025-09-26
Louisiana,LA,2.722,3.163,3.537,3.288,U.S Dollar,US Gallon,2025-09-26
Massachusetts,MA,3.085,3.696,4.054,3.846,U.S Dollar,US Gallon,2025-09-26
Maryland,MD,3.106,3.679,3.965,3.678,U.S Dollar,US Gallon,2025-09-26
Maine,ME,3.109,3.657,4.12,3.873,U.S Dollar,US Gallon,2025-09-26
Michigan,MI,3.055,3.629,4.181,3.672,U.S Dollar,US Gallon,2025-09-26
Minnesota,MN,2.98,3.375,3.811,3.588,U.S Dollar,US Gallon,2025-09-26
Missouri,MO,2.838,3.19,3.516,3.405,U.S Dollar,US Gallon,2025-09-26
Mississippi,MS,2.684,3.128,3.491,3.264,U.S Dollar,US Gallon,2025-09-26
Montana,MT,3.147,3.459,3.795,3.614,U.S Dollar,US Gallon,2025-09-26
North Carolina,NC,2.884,3.34,3.73,3.462,U.S Dollar,US Gallon,2025-09-26
North Dakota,ND,2.911,3.235,3.585,3.452,U.S Dollar,US Gallon,2025-09-26
Nebraska,NE,2.92,3.122,3.595,3.397,U.S Dollar,US Gallon,2025-09-26
New Hampshire,NH,3.047,3.613,4.033,3.797,U.S Dollar,US Gallon,2025-09-26
New Jersey,NJ,3.104,3.66,3.909,3.618,U.S Dollar,US Gallon,2025-09-26
New Mexico,NM,2.915,3.308,3.616,3.477,U.S Dollar,US Gallon,2025-09-26
Nevada,NV,3.902,4.196,4.467,3.948,U.S Dollar,US Gallon,2025-09-26
New York,NY,3.214,3.733,4.101,3.902,U.S Dollar,US Gallon,2025-09-26
Ohio,OH,2.913,3.445,3.96,3.67,U.S Dollar,US Gallon,2025-09-26
Oklahoma,OK,2.652,3.039,3.324,3.222,U.S Dollar,US Gallon,2025-09-26
Oregon,OR,4.208,4.462,4.73,4.478,U.S Dollar,US Gallon,2025-09-26
Pennsylvania,PA,3.287,3.735,4.104,3.975,U.S Dollar,US Gallon,2025-09-26
Rhode Island,RI,3.081,3.823,4.203,3.793,U.S Dollar,US Gallon,2025-09-26
South Carolina,SC,2.848,3.302,3.675,3.433,U.S Dollar,US Gallon,2025-09-26
South Dakota,SD,2.947,3.128,3.578,3.374,U.S Dollar,US Gallon,2025-09-26
Tennessee,TN,2.742,3.206,3.592,3.395,U.S Dollar,US Gallon,2025-09-26
Texas,TX,2.726,3.203,3.563,3.181,U.S Dollar,US Gallon,2025-09-26
Utah,UT,3.389,3.658,3.89,3.731,U.S Dollar,US Gallon,2025-09-26
Virginia,VA,2.951,3.433,3.803,3.586,U.S Dollar,US Gallon,2025-09-26
Vermont,VT,3.175,3.728,4.166,3.82,U.S Dollar,US Gallon,2025-09-26
Washington,WA,4.569,4.841,5.072,5.069,U.S Dollar,US Gallon,2025-09-26
Wisconsin,WI,2.855,3.374,3.868,3.473,U.S Dollar,US Gallon,2025-09-26
West Virginia,WV,2.987,3.401,3.84,3.563,U.S Dollar,US Gallon,2025-09-26
Wyoming,WY,3.104,3.377,3.673,3.597,U.S Dollar,US Gallon,2025-09-26
