State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.92,4.163,4.403,4.076,U.S Dollar,US Gallon,2025-09-15
Alabama,AL,2.797,3.239,3.632,3.421,U.S Dollar,US Gallon,2025-09-15
Arkansas,AR,2.771,3.201,3.569,3.354,U.S Dollar,US Gallon,2025-09-15
Arizona,AZ,3.576,3.944,4.263,3.662,U.S Dollar,US Gallon,2025-09-15
California,CA,4.653,4.872,5.066,5.153,U.S Dollar,US Gallon,2025-09-15
Colorado,CO,3.124,3.507,3.832,3.508,U.S Dollar,US Gallon,2025-09-15
Connecticut,CT,3.21,3.764,4.137,3.759,U.S Dollar,US Gallon,2025-09-15
District of Columbia,DC,3.242,3.849,4.25,3.809,U.S Dollar,US Gallon,2025-09-15
Delaware,DE,3.073,3.634,3.908,3.741,U.S Dollar,US Gallon,2025-09-15
Florida,FL,2.983,3.442,3.762,3.566,U.S Dollar,US Gallon,2025-09-15
Georgia,GA,2.888,3.309,3.714,3.536,U.S Dollar,US Gallon,2025-09-15
Hawaii,HI,4.478,4.687,4.933,5.225,U.S Dollar,US Gallon,2025-09-15
Iowa,IA,2.926,3.236,3.726,3.525,U.S Dollar,US Gallon,2025-09-15
Idaho,ID,3.513,3.775,4.064,3.804,U.S Dollar,US Gallon,2025-09-15
Illinois,IL,3.445,4.033,4.497,3.771,U.S Dollar,US Gallon,2025-09-15
Indiana,IN,3.136,3.676,4.173,3.785,U.S Dollar,US Gallon,2025-09-15
Kansas,KS,2.887,3.21,3.541,3.434,U.S Dollar,US Gallon,2025-09-15
Kentucky,KY,2.815,3.357,3.775,3.385,U.S Dollar,US Gallon,2025-09-15
Louisiana,LA,2.77,3.202,3.581,3.306,U.S Dollar,US Gallon,2025-09-15
Massachusetts,MA,3.128,3.712,4.086,3.864,U.S Dollar,US Gallon,2025-09-15
Maryland,MD,3.061,3.642,3.936,3.745,U.S Dollar,US Gallon,2025-09-15
Maine,ME,3.14,3.675,4.148,3.881,U.S Dollar,US Gallon,2025-09-15
Michigan,MI,3.04,3.58,4.141,3.654,U.S Dollar,US Gallon,2025-09-15
Minnesota,MN,3.031,3.427,3.871,3.608,U.S Dollar,US Gallon,2025-09-15
Missouri,MO,2.861,3.21,3.532,3.401,U.S Dollar,US Gallon,2025-09-15
Mississippi,MS,2.702,3.138,3.508,3.269,U.S Dollar,US Gallon,2025-09-15
Montana,MT,3.244,3.566,3.885,3.656,U.S Dollar,US Gallon,2025-09-15
North Carolina,NC,2.845,3.286,3.675,3.462,U.S Dollar,US Gallon,2025-09-15
North Dakota,ND,2.926,3.249,3.622,3.467,U.S Dollar,US Gallon,2025-09-15
Nebraska,NE,2.955,3.185,3.713,3.404,U.S Dollar,US Gallon,2025-09-15
New Hampshire,NH,3.086,3.63,4.055,3.804,U.S Dollar,US Gallon,2025-09-15
New Jersey,NJ,3.144,3.66,3.922,3.633,U.S Dollar,US Gallon,2025-09-15
New Mexico,NM,3.072,3.473,3.789,3.537,U.S Dollar,US Gallon,2025-09-15
Nevada,NV,3.92,4.2,4.48,3.958,U.S Dollar,US Gallon,2025-09-15
New York,NY,3.252,3.755,4.136,3.904,U.S Dollar,US Gallon,2025-09-15
Ohio,OH,2.875,3.397,3.909,3.615,U.S Dollar,US Gallon,2025-09-15
Oklahoma,OK,2.761,3.165,3.45,3.281,U.S Dollar,US Gallon,2025-09-15
Oregon,OR,4.293,4.526,4.795,4.492,U.S Dollar,US Gallon,2025-09-15
Pennsylvania,PA,3.329,3.767,4.14,3.978,U.S Dollar,US Gallon,2025-09-15
Rhode Island,RI,3.155,3.846,4.251,3.83,U.S Dollar,US Gallon,2025-09-15
South Carolina,SC,2.81,3.238,3.622,3.4,U.S Dollar,US Gallon,2025-09-15
South Dakota,SD,2.984,3.163,3.642,3.401,U.S Dollar,US Gallon,2025-09-15
Tennessee,TN,2.781,3.238,3.636,3.394,U.S Dollar,US Gallon,2025-09-15
Texas,TX,2.787,3.254,3.611,3.198,U.S Dollar,US Gallon,2025-09-15
Utah,UT,3.295,3.561,3.801,3.639,U.S Dollar,US Gallon,2025-09-15
Virginia,VA,2.973,3.437,3.822,3.602,U.S Dollar,US Gallon,2025-09-15
Vermont,VT,3.213,3.728,4.151,3.828,U.S Dollar,US Gallon,2025-09-15
Washington,WA,4.658,4.895,5.127,5.054,U.S Dollar,US Gallon,2025-09-15
Wisconsin,WI,2.893,3.416,3.904,3.455,U.S Dollar,US Gallon,2025-09-15
West Virginia,WV,3.0,3.406,3.861,3.563,U.S Dollar,US Gallon,2025-09-15
Wyoming,WY,3.119,3.372,3.683,3.607,U.S Dollar,US Gallon,2025-09-15
