State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.818,4.035,4.287,4.075,U.S Dollar,US Gallon,2025-09-10
Alabama,AL,2.829,3.293,3.682,3.457,U.S Dollar,US Gallon,2025-09-10
Arkansas,AR,2.806,3.256,3.62,3.373,U.S Dollar,US Gallon,2025-09-10
Arizona,AZ,3.551,3.917,4.237,3.664,U.S Dollar,US Gallon,2025-09-10
California,CA,4.629,4.862,5.045,5.155,U.S Dollar,US Gallon,2025-09-10
Colorado,CO,3.179,3.571,3.901,3.563,U.S Dollar,US Gallon,2025-09-10
Connecticut,CT,3.213,3.766,4.135,3.766,U.S Dollar,US Gallon,2025-09-10
District of Columbia,DC,3.235,3.827,4.29,3.827,U.S Dollar,US Gallon,2025-09-10
Delaware,DE,3.148,3.679,3.974,3.742,U.S Dollar,US Gallon,2025-09-10
Florida,FL,3.033,3.485,3.806,3.6,U.S Dollar,US Gallon,2025-09-10
Georgia,GA,2.91,3.371,3.771,3.561,U.S Dollar,US Gallon,2025-09-10
Hawaii,HI,4.477,4.71,4.956,5.238,U.S Dollar,US Gallon,2025-09-10
Iowa,IA,2.935,3.151,3.729,3.543,U.S Dollar,US Gallon,2025-09-10
Idaho,ID,3.503,3.773,4.052,3.822,U.S Dollar,US Gallon,2025-09-10
Illinois,IL,3.47,4.057,4.519,3.783,U.S Dollar,US Gallon,2025-09-10
Indiana,IN,3.197,3.74,4.237,3.796,U.S Dollar,US Gallon,2025-09-10
Kansas,KS,2.902,3.241,3.566,3.44,U.S Dollar,US Gallon,2025-09-10
Kentucky,KY,2.876,3.426,3.842,3.404,U.S Dollar,US Gallon,2025-09-10
Louisiana,LA,2.793,3.258,3.626,3.33,U.S Dollar,US Gallon,2025-09-10
Massachusetts,MA,3.131,3.723,4.092,3.856,U.S Dollar,US Gallon,2025-09-10
Maryland,MD,3.148,3.706,4.006,3.773,U.S Dollar,US Gallon,2025-09-10
Maine,ME,3.151,3.672,4.13,3.893,U.S Dollar,US Gallon,2025-09-10
Michigan,MI,3.124,3.681,4.236,3.684,U.S Dollar,US Gallon,2025-09-10
Minnesota,MN,3.076,3.476,3.919,3.62,U.S Dollar,US Gallon,2025-09-10
Missouri,MO,2.883,3.227,3.56,3.416,U.S Dollar,US Gallon,2025-09-10
Mississippi,MS,2.718,3.176,3.537,3.288,U.S Dollar,US Gallon,2025-09-10
Montana,MT,3.248,3.577,3.906,3.652,U.S Dollar,US Gallon,2025-09-10
North Carolina,NC,2.895,3.35,3.743,3.491,U.S Dollar,US Gallon,2025-09-10
North Dakota,ND,2.931,3.259,3.608,3.47,U.S Dollar,US Gallon,2025-09-10
Nebraska,NE,3.009,3.191,3.718,3.428,U.S Dollar,US Gallon,2025-09-10
New Hampshire,NH,3.097,3.657,4.073,3.811,U.S Dollar,US Gallon,2025-09-10
New Jersey,NJ,3.17,3.706,3.957,3.654,U.S Dollar,US Gallon,2025-09-10
New Mexico,NM,3.121,3.532,3.841,3.577,U.S Dollar,US Gallon,2025-09-10
Nevada,NV,3.882,4.183,4.45,3.962,U.S Dollar,US Gallon,2025-09-10
New York,NY,3.261,3.77,4.143,3.92,U.S Dollar,US Gallon,2025-09-10
Ohio,OH,2.974,3.51,4.016,3.634,U.S Dollar,US Gallon,2025-09-10
Oklahoma,OK,2.803,3.208,3.5,3.295,U.S Dollar,US Gallon,2025-09-10
Oregon,OR,4.207,4.391,4.657,4.5,U.S Dollar,US Gallon,2025-09-10
Pennsylvania,PA,3.369,3.807,4.174,3.988,U.S Dollar,US Gallon,2025-09-10
Rhode Island,RI,3.166,3.865,4.242,3.829,U.S Dollar,US Gallon,2025-09-10
South Carolina,SC,2.858,3.313,3.688,3.434,U.S Dollar,US Gallon,2025-09-10
South Dakota,SD,3.015,3.204,3.657,3.416,U.S Dollar,US Gallon,2025-09-10
Tennessee,TN,2.815,3.286,3.682,3.423,U.S Dollar,US Gallon,2025-09-10
Texas,TX,2.763,3.242,3.599,3.199,U.S Dollar,US Gallon,2025-09-10
Utah,UT,3.321,3.595,3.822,3.667,U.S Dollar,US Gallon,2025-09-10
Virginia,VA,3.016,3.493,3.866,3.62,U.S Dollar,US Gallon,2025-09-10
Vermont,VT,3.188,3.717,4.149,3.811,U.S Dollar,US Gallon,2025-09-10
Washington,WA,4.571,4.801,5.043,5.057,U.S Dollar,US Gallon,2025-09-10
Wisconsin,WI,2.948,3.469,3.965,3.491,U.S Dollar,US Gallon,2025-09-10
West Virginia,WV,3.035,3.456,3.88,3.58,U.S Dollar,US Gallon,2025-09-10
Wyoming,WY,3.161,3.426,3.731,3.628,U.S Dollar,US Gallon,2025-09-10
