State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.723,3.923,4.168,3.983,U.S Dollar,US Gallon,2025-07-12
Alabama,AL,2.781,3.225,3.613,3.431,U.S Dollar,US Gallon,2025-07-12
Arkansas,AR,2.822,3.275,3.64,3.392,U.S Dollar,US Gallon,2025-07-12
Arizona,AZ,3.196,3.545,3.86,3.54,U.S Dollar,US Gallon,2025-07-12
California,CA,4.527,4.762,4.938,5.179,U.S Dollar,US Gallon,2025-07-12
Colorado,CO,2.981,3.37,3.693,3.332,U.S Dollar,US Gallon,2025-07-12
Connecticut,CT,3.14,3.722,4.09,3.808,U.S Dollar,US Gallon,2025-07-12
District of Columbia,DC,3.337,3.835,4.234,3.845,U.S Dollar,US Gallon,2025-07-12
Delaware,DE,3.126,3.674,3.984,3.765,U.S Dollar,US Gallon,2025-07-12
Florida,FL,2.955,3.395,3.717,3.576,U.S Dollar,US Gallon,2025-07-12
Georgia,GA,2.911,3.365,3.761,3.575,U.S Dollar,US Gallon,2025-07-12
Hawaii,HI,4.483,4.735,4.972,5.253,U.S Dollar,US Gallon,2025-07-12
Iowa,IA,2.984,3.25,3.777,3.562,U.S Dollar,US Gallon,2025-07-12
Idaho,ID,3.466,3.753,4.02,3.882,U.S Dollar,US Gallon,2025-07-12
Illinois,IL,3.473,4.071,4.533,3.751,U.S Dollar,US Gallon,2025-07-12
Indiana,IN,3.065,3.616,4.111,3.75,U.S Dollar,US Gallon,2025-07-12
Kansas,KS,2.88,3.225,3.551,3.441,U.S Dollar,US Gallon,2025-07-12
Kentucky,KY,2.896,3.452,3.872,3.395,U.S Dollar,US Gallon,2025-07-12
Louisiana,LA,2.788,3.227,3.605,3.317,U.S Dollar,US Gallon,2025-07-12
Massachusetts,MA,3.056,3.666,4.027,3.847,U.S Dollar,US Gallon,2025-07-12
Maryland,MD,3.175,3.746,4.072,3.78,U.S Dollar,US Gallon,2025-07-12
Maine,ME,3.055,3.597,4.065,3.892,U.S Dollar,US Gallon,2025-07-12
Michigan,MI,3.281,3.848,4.394,3.745,U.S Dollar,US Gallon,2025-07-12
Minnesota,MN,3.051,3.452,3.883,3.623,U.S Dollar,US Gallon,2025-07-12
Missouri,MO,2.86,3.222,3.548,3.395,U.S Dollar,US Gallon,2025-07-12
Mississippi,MS,2.71,3.15,3.517,3.282,U.S Dollar,US Gallon,2025-07-12
Montana,MT,3.265,3.581,3.899,3.641,U.S Dollar,US Gallon,2025-07-12
North Carolina,NC,2.901,3.351,3.739,3.538,U.S Dollar,US Gallon,2025-07-12
North Dakota,ND,2.922,3.258,3.6,3.42,U.S Dollar,US Gallon,2025-07-12
Nebraska,NE,2.905,3.089,3.592,3.425,U.S Dollar,US Gallon,2025-07-12
New Hampshire,NH,2.992,3.568,3.986,3.818,U.S Dollar,US Gallon,2025-07-12
New Jersey,NJ,3.085,3.632,3.877,3.696,U.S Dollar,US Gallon,2025-07-12
New Mexico,NM,2.904,3.305,3.597,3.461,U.S Dollar,US Gallon,2025-07-12
Nevada,NV,3.746,4.057,4.319,3.919,U.S Dollar,US Gallon,2025-07-12
New York,NY,3.18,3.697,4.075,3.93,U.S Dollar,US Gallon,2025-07-12
Ohio,OH,3.065,3.601,4.108,3.728,U.S Dollar,US Gallon,2025-07-12
Oklahoma,OK,2.779,3.183,3.474,3.284,U.S Dollar,US Gallon,2025-07-12
Oregon,OR,4.004,4.236,4.488,4.506,U.S Dollar,US Gallon,2025-07-12
Pennsylvania,PA,3.269,3.712,4.078,4.024,U.S Dollar,US Gallon,2025-07-12
Rhode Island,RI,3.036,3.772,4.142,3.813,U.S Dollar,US Gallon,2025-07-12
South Carolina,SC,2.811,3.26,3.64,3.487,U.S Dollar,US Gallon,2025-07-12
South Dakota,SD,3.014,3.186,3.638,3.369,U.S Dollar,US Gallon,2025-07-12
Tennessee,TN,2.805,3.274,3.668,3.444,U.S Dollar,US Gallon,2025-07-12
Texas,TX,2.781,3.252,3.608,3.205,U.S Dollar,US Gallon,2025-07-12
Utah,UT,3.302,3.572,3.805,3.627,U.S Dollar,US Gallon,2025-07-12
Virginia,VA,3.019,3.484,3.862,3.638,U.S Dollar,US Gallon,2025-07-12
Vermont,VT,3.104,3.665,4.083,3.853,U.S Dollar,US Gallon,2025-07-12
Washington,WA,4.399,4.661,4.89,5.006,U.S Dollar,US Gallon,2025-07-12
Wisconsin,WI,3.015,3.53,4.029,3.579,U.S Dollar,US Gallon,2025-07-12
West Virginia,WV,3.058,3.474,3.929,3.619,U.S Dollar,US Gallon,2025-07-12
Wyoming,WY,3.119,3.415,3.693,3.555,U.S Dollar,US Gallon,2025-07-12
