State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.538,3.778,3.981,3.829,U.S Dollar,US Gallon,2026-02-21
Alabama,AL,2.626,3.083,3.482,3.413,U.S Dollar,US Gallon,2026-02-21
Arkansas,AR,2.45,2.922,3.285,3.321,U.S Dollar,US Gallon,2026-02-21
Arizona,AZ,3.21,3.597,3.914,3.529,U.S Dollar,US Gallon,2026-02-21
California,CA,4.61,4.845,5.026,5.071,U.S Dollar,US Gallon,2026-02-21
Colorado,CO,2.691,3.083,3.407,3.398,U.S Dollar,US Gallon,2026-02-21
Connecticut,CT,2.902,3.559,3.953,3.967,U.S Dollar,US Gallon,2026-02-21
District of Columbia,DC,3.09,3.724,4.193,3.952,U.S Dollar,US Gallon,2026-02-21
Delaware,DE,2.933,3.507,3.806,3.931,U.S Dollar,US Gallon,2026-02-21
Florida,FL,2.901,3.372,3.704,3.621,U.S Dollar,US Gallon,2026-02-21
Georgia,GA,2.7,3.177,3.588,3.55,U.S Dollar,US Gallon,2026-02-21
Hawaii,HI,4.399,4.615,4.86,5.223,U.S Dollar,US Gallon,2026-02-21
Iowa,IA,2.567,2.768,3.433,3.474,U.S Dollar,US Gallon,2026-02-21
Idaho,ID,2.971,3.25,3.531,3.677,U.S Dollar,US Gallon,2026-02-21
Illinois,IL,2.961,3.548,4.015,3.78,U.S Dollar,US Gallon,2026-02-21
Indiana,IN,2.707,3.268,3.762,3.79,U.S Dollar,US Gallon,2026-02-21
Kansas,KS,2.463,2.812,3.155,3.348,U.S Dollar,US Gallon,2026-02-21
Kentucky,KY,2.59,3.152,3.58,3.388,U.S Dollar,US Gallon,2026-02-21
Louisiana,LA,2.509,2.941,3.337,3.241,U.S Dollar,US Gallon,2026-02-21
Massachusetts,MA,2.899,3.539,3.912,3.93,U.S Dollar,US Gallon,2026-02-21
Maryland,MD,2.971,3.571,3.877,3.913,U.S Dollar,US Gallon,2026-02-21
Maine,ME,2.911,3.455,3.922,4.338,U.S Dollar,US Gallon,2026-02-21
Michigan,MI,2.861,3.458,4.022,3.752,U.S Dollar,US Gallon,2026-02-21
Minnesota,MN,2.698,3.156,3.645,3.634,U.S Dollar,US Gallon,2026-02-21
Missouri,MO,2.513,2.911,3.221,3.336,U.S Dollar,US Gallon,2026-02-21
Mississippi,MS,2.492,2.961,3.326,3.253,U.S Dollar,US Gallon,2026-02-21
Montana,MT,2.751,3.071,3.392,3.307,U.S Dollar,US Gallon,2026-02-21
North Carolina,NC,2.721,3.193,3.581,3.514,U.S Dollar,US Gallon,2026-02-21
North Dakota,ND,2.552,2.883,3.204,3.536,U.S Dollar,US Gallon,2026-02-21
Nebraska,NE,2.571,2.764,3.286,3.384,U.S Dollar,US Gallon,2026-02-21
New Hampshire,NH,2.851,3.456,3.886,3.995,U.S Dollar,US Gallon,2026-02-21
New Jersey,NJ,2.924,3.511,3.767,3.915,U.S Dollar,US Gallon,2026-02-21
New Mexico,NM,2.566,2.983,3.304,3.37,U.S Dollar,US Gallon,2026-02-21
Nevada,NV,3.672,3.961,4.236,3.842,U.S Dollar,US Gallon,2026-02-21
New York,NY,2.999,3.54,3.919,3.993,U.S Dollar,US Gallon,2026-02-21
Ohio,OH,2.87,3.413,3.917,3.825,U.S Dollar,US Gallon,2026-02-21
Oklahoma,OK,2.345,2.761,3.052,3.198,U.S Dollar,US Gallon,2026-02-21
Oregon,OR,3.869,4.059,4.324,4.198,U.S Dollar,US Gallon,2026-02-21
Pennsylvania,PA,3.137,3.599,3.969,4.18,U.S Dollar,US Gallon,2026-02-21
Rhode Island,RI,2.869,3.632,4.022,3.943,U.S Dollar,US Gallon,2026-02-21
South Carolina,SC,2.635,3.105,3.494,3.433,U.S Dollar,US Gallon,2026-02-21
South Dakota,SD,2.639,2.801,3.271,3.418,U.S Dollar,US Gallon,2026-02-21
Tennessee,TN,2.562,3.042,3.441,3.395,U.S Dollar,US Gallon,2026-02-21
Texas,TX,2.548,3.052,3.42,3.223,U.S Dollar,US Gallon,2026-02-21
Utah,UT,2.771,3.054,3.295,3.666,U.S Dollar,US Gallon,2026-02-21
Virginia,VA,2.839,3.336,3.71,3.664,U.S Dollar,US Gallon,2026-02-21
Vermont,VT,3.003,3.552,3.981,4.111,U.S Dollar,US Gallon,2026-02-21
Washington,WA,4.294,4.529,4.764,4.838,U.S Dollar,US Gallon,2026-02-21
Wisconsin,WI,2.548,3.036,3.645,3.588,U.S Dollar,US Gallon,2026-02-21
West Virginia,WV,2.831,3.275,3.701,3.704,U.S Dollar,US Gallon,2026-02-21
Wyoming,WY,2.713,3.022,3.31,3.535,U.S Dollar,US Gallon,2026-02-21
