State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.658,3.869,4.118,3.671,U.S Dollar,US Gallon,2024-10-04
Alabama,AL,2.765,3.196,3.583,3.358,U.S Dollar,US Gallon,2024-10-04
Arkansas,AR,2.804,3.219,3.591,3.273,U.S Dollar,US Gallon,2024-10-04
Arizona,AZ,3.329,3.653,3.97,3.568,U.S Dollar,US Gallon,2024-10-04
California,CA,4.667,4.883,5.059,4.934,U.S Dollar,US Gallon,2024-10-04
Colorado,CO,3.381,3.769,4.091,3.462,U.S Dollar,US Gallon,2024-10-04
Connecticut,CT,3.071,3.706,4.054,3.702,U.S Dollar,US Gallon,2024-10-04
District of Columbia,DC,3.301,3.853,4.292,3.762,U.S Dollar,US Gallon,2024-10-04
Delaware,DE,3.172,3.692,3.998,3.409,U.S Dollar,US Gallon,2024-10-04
Florida,FL,3.121,3.569,3.901,3.396,U.S Dollar,US Gallon,2024-10-04
Georgia,GA,2.838,3.28,3.676,3.396,U.S Dollar,US Gallon,2024-10-04
Hawaii,HI,4.602,4.82,5.09,5.416,U.S Dollar,US Gallon,2024-10-04
Iowa,IA,2.97,3.262,3.733,3.336,U.S Dollar,US Gallon,2024-10-04
Idaho,ID,3.471,3.728,3.976,3.584,U.S Dollar,US Gallon,2024-10-04
Illinois,IL,3.46,4.057,4.495,3.668,U.S Dollar,US Gallon,2024-10-04
Indiana,IN,3.144,3.696,4.197,3.685,U.S Dollar,US Gallon,2024-10-04
Kansas,KS,2.858,3.17,3.477,3.289,U.S Dollar,US Gallon,2024-10-04
Kentucky,KY,2.851,3.387,3.8,3.306,U.S Dollar,US Gallon,2024-10-04
Louisiana,LA,2.748,3.166,3.556,3.229,U.S Dollar,US Gallon,2024-10-04
Massachusetts,MA,3.063,3.672,4.021,3.757,U.S Dollar,US Gallon,2024-10-04
Maryland,MD,3.224,3.804,4.122,3.521,U.S Dollar,US Gallon,2024-10-04
Maine,ME,3.048,3.571,4.049,3.784,U.S Dollar,US Gallon,2024-10-04
Michigan,MI,3.378,3.93,4.484,3.685,U.S Dollar,US Gallon,2024-10-04
Minnesota,MN,3.035,3.439,3.858,3.461,U.S Dollar,US Gallon,2024-10-04
Missouri,MO,2.821,3.149,3.464,3.223,U.S Dollar,US Gallon,2024-10-04
Mississippi,MS,2.677,3.088,3.453,3.194,U.S Dollar,US Gallon,2024-10-04
Montana,MT,3.246,3.536,3.863,3.591,U.S Dollar,US Gallon,2024-10-04
North Carolina,NC,2.892,3.338,3.722,3.47,U.S Dollar,US Gallon,2024-10-04
North Dakota,ND,3.11,3.451,3.761,3.503,U.S Dollar,US Gallon,2024-10-04
Nebraska,NE,3.041,3.261,3.682,3.308,U.S Dollar,US Gallon,2024-10-04
New Hampshire,NH,2.988,3.55,3.982,3.74,U.S Dollar,US Gallon,2024-10-04
New Jersey,NJ,2.967,3.579,3.842,3.41,U.S Dollar,US Gallon,2024-10-04
New Mexico,NM,3.103,3.499,3.789,3.404,U.S Dollar,US Gallon,2024-10-04
Nevada,NV,3.903,4.196,4.434,3.748,U.S Dollar,US Gallon,2024-10-04
New York,NY,3.227,3.749,4.124,3.955,U.S Dollar,US Gallon,2024-10-04
Ohio,OH,3.085,3.638,4.161,3.578,U.S Dollar,US Gallon,2024-10-04
Oklahoma,OK,2.769,3.122,3.387,3.128,U.S Dollar,US Gallon,2024-10-04
Oregon,OR,3.647,3.865,4.114,3.881,U.S Dollar,US Gallon,2024-10-04
Pennsylvania,PA,3.322,3.766,4.123,3.988,U.S Dollar,US Gallon,2024-10-04
Rhode Island,RI,2.961,3.622,3.978,3.721,U.S Dollar,US Gallon,2024-10-04
South Carolina,SC,2.869,3.298,3.671,3.339,U.S Dollar,US Gallon,2024-10-04
South Dakota,SD,3.066,3.27,3.697,3.271,U.S Dollar,US Gallon,2024-10-04
Tennessee,TN,2.724,3.144,3.533,3.297,U.S Dollar,US Gallon,2024-10-04
Texas,TX,2.786,3.243,3.584,3.088,U.S Dollar,US Gallon,2024-10-04
Utah,UT,3.495,3.744,3.962,3.541,U.S Dollar,US Gallon,2024-10-04
Virginia,VA,3.014,3.488,3.856,3.506,U.S Dollar,US Gallon,2024-10-04
Vermont,VT,3.193,3.753,4.165,3.618,U.S Dollar,US Gallon,2024-10-04
Washington,WA,4.024,4.305,4.515,4.345,U.S Dollar,US Gallon,2024-10-04
Wisconsin,WI,3.024,3.537,4.021,3.412,U.S Dollar,US Gallon,2024-10-04
West Virginia,WV,3.071,3.486,3.932,3.589,U.S Dollar,US Gallon,2024-10-04
Wyoming,WY,3.228,3.505,3.803,3.545,U.S Dollar,US Gallon,2024-10-04
