State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.623,3.869,4.116,3.926,U.S Dollar,US Gallon,2026-03-02
Alabama,AL,2.663,3.109,3.498,3.485,U.S Dollar,US Gallon,2026-03-02
Arkansas,AR,2.615,3.055,3.422,3.439,U.S Dollar,US Gallon,2026-03-02
Arizona,AZ,3.321,3.713,4.032,3.643,U.S Dollar,US Gallon,2026-03-02
California,CA,4.657,4.872,5.066,5.1,U.S Dollar,US Gallon,2026-03-02
Colorado,CO,2.889,3.292,3.627,3.521,U.S Dollar,US Gallon,2026-03-02
Connecticut,CT,2.92,3.569,3.96,3.994,U.S Dollar,US Gallon,2026-03-02
District of Columbia,DC,3.103,3.694,4.091,3.832,U.S Dollar,US Gallon,2026-03-02
Delaware,DE,2.889,3.507,3.796,3.934,U.S Dollar,US Gallon,2026-03-02
Florida,FL,2.883,3.333,3.669,3.681,U.S Dollar,US Gallon,2026-03-02
Georgia,GA,2.805,3.258,3.674,3.621,U.S Dollar,US Gallon,2026-03-02
Hawaii,HI,4.385,4.62,4.84,5.15,U.S Dollar,US Gallon,2026-03-02
Iowa,IA,2.632,2.94,3.516,3.577,U.S Dollar,US Gallon,2026-03-02
Idaho,ID,2.971,3.236,3.507,3.656,U.S Dollar,US Gallon,2026-03-02
Illinois,IL,3.059,3.631,4.106,3.834,U.S Dollar,US Gallon,2026-03-02
Indiana,IN,2.798,3.341,3.826,3.84,U.S Dollar,US Gallon,2026-03-02
Kansas,KS,2.57,2.926,3.262,3.416,U.S Dollar,US Gallon,2026-03-02
Kentucky,KY,2.634,3.176,3.602,3.44,U.S Dollar,US Gallon,2026-03-02
Louisiana,LA,2.578,2.991,3.404,3.325,U.S Dollar,US Gallon,2026-03-02
Massachusetts,MA,2.916,3.535,3.914,3.959,U.S Dollar,US Gallon,2026-03-02
Maryland,MD,2.957,3.59,3.888,3.956,U.S Dollar,US Gallon,2026-03-02
Maine,ME,2.918,3.474,3.929,4.332,U.S Dollar,US Gallon,2026-03-02
Michigan,MI,2.989,3.556,4.118,3.894,U.S Dollar,US Gallon,2026-03-02
Minnesota,MN,2.832,3.328,3.797,3.742,U.S Dollar,US Gallon,2026-03-02
Missouri,MO,2.68,3.084,3.389,3.463,U.S Dollar,US Gallon,2026-03-02
Mississippi,MS,2.549,2.988,3.357,3.323,U.S Dollar,US Gallon,2026-03-02
Montana,MT,2.824,3.142,3.469,3.416,U.S Dollar,US Gallon,2026-03-02
North Carolina,NC,2.761,3.219,3.614,3.568,U.S Dollar,US Gallon,2026-03-02
North Dakota,ND,2.65,3.046,3.358,3.615,U.S Dollar,US Gallon,2026-03-02
Nebraska,NE,2.72,2.956,3.482,3.476,U.S Dollar,US Gallon,2026-03-02
New Hampshire,NH,2.861,3.454,3.884,4.012,U.S Dollar,US Gallon,2026-03-02
New Jersey,NJ,2.919,3.483,3.755,3.977,U.S Dollar,US Gallon,2026-03-02
New Mexico,NM,2.782,3.226,3.537,3.591,U.S Dollar,US Gallon,2026-03-02
Nevada,NV,3.703,3.978,4.258,3.876,U.S Dollar,US Gallon,2026-03-02
New York,NY,3.005,3.53,3.92,4.011,U.S Dollar,US Gallon,2026-03-02
Ohio,OH,2.778,3.299,3.803,3.829,U.S Dollar,US Gallon,2026-03-02
Oklahoma,OK,2.475,2.882,3.187,3.309,U.S Dollar,US Gallon,2026-03-02
Oregon,OR,3.923,4.151,4.431,4.247,U.S Dollar,US Gallon,2026-03-02
Pennsylvania,PA,3.122,3.587,3.96,4.247,U.S Dollar,US Gallon,2026-03-02
Rhode Island,RI,2.907,3.64,4.048,3.996,U.S Dollar,US Gallon,2026-03-02
South Carolina,SC,2.666,3.099,3.494,3.505,U.S Dollar,US Gallon,2026-03-02
South Dakota,SD,2.715,2.946,3.448,3.506,U.S Dollar,US Gallon,2026-03-02
Tennessee,TN,2.61,3.091,3.486,3.468,U.S Dollar,US Gallon,2026-03-02
Texas,TX,2.616,3.104,3.476,3.32,U.S Dollar,US Gallon,2026-03-02
Utah,UT,2.735,3.019,3.266,3.617,U.S Dollar,US Gallon,2026-03-02
Virginia,VA,2.833,3.313,3.693,3.714,U.S Dollar,US Gallon,2026-03-02
Vermont,VT,3.013,3.562,3.985,4.135,U.S Dollar,US Gallon,2026-03-02
Washington,WA,4.369,4.6,4.845,4.873,U.S Dollar,US Gallon,2026-03-02
Wisconsin,WI,2.771,3.246,3.861,3.676,U.S Dollar,US Gallon,2026-03-02
West Virginia,WV,2.856,3.305,3.747,3.752,U.S Dollar,US Gallon,2026-03-02
Wyoming,WY,2.73,3.046,3.341,3.528,U.S Dollar,US Gallon,2026-03-02
