State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.632,4.847,5.092,5.792,U.S Dollar,US Gallon,2026-04-04
Alabama,AL,3.829,4.283,4.688,5.398,U.S Dollar,US Gallon,2026-04-04
Arkansas,AR,3.597,4.028,4.398,5.06,U.S Dollar,US Gallon,2026-04-04
Arizona,AZ,4.73,5.116,5.432,6.154,U.S Dollar,US Gallon,2026-04-04
California,CA,5.915,6.151,6.336,7.64,U.S Dollar,US Gallon,2026-04-04
Colorado,CO,3.837,4.236,4.564,5.067,U.S Dollar,US Gallon,2026-04-04
Connecticut,CT,4.064,4.566,4.974,5.905,U.S Dollar,US Gallon,2026-04-04
District of Columbia,DC,4.271,4.811,5.198,5.797,U.S Dollar,US Gallon,2026-04-04
Delaware,DE,3.9,4.469,4.785,5.766,U.S Dollar,US Gallon,2026-04-04
Florida,FL,4.215,4.664,4.991,5.815,U.S Dollar,US Gallon,2026-04-04
Georgia,GA,3.715,4.18,4.607,5.269,U.S Dollar,US Gallon,2026-04-04
Hawaii,HI,5.581,5.794,6.048,6.877,U.S Dollar,US Gallon,2026-04-04
Iowa,IA,3.502,3.692,4.35,5.03,U.S Dollar,US Gallon,2026-04-04
Idaho,ID,4.26,4.553,4.822,5.505,U.S Dollar,US Gallon,2026-04-04
Illinois,IL,4.282,4.841,5.321,5.245,U.S Dollar,US Gallon,2026-04-04
Indiana,IN,3.919,4.462,4.956,5.28,U.S Dollar,US Gallon,2026-04-04
Kansas,KS,3.359,3.689,4.005,4.661,U.S Dollar,US Gallon,2026-04-04
Kentucky,KY,3.914,4.446,4.885,5.165,U.S Dollar,US Gallon,2026-04-04
Louisiana,LA,3.782,4.216,4.618,5.276,U.S Dollar,US Gallon,2026-04-04
Massachusetts,MA,3.911,4.475,4.867,5.826,U.S Dollar,US Gallon,2026-04-04
Maryland,MD,4.079,4.62,4.975,5.9,U.S Dollar,US Gallon,2026-04-04
Maine,ME,3.956,4.47,4.966,5.862,U.S Dollar,US Gallon,2026-04-04
Michigan,MI,3.868,4.458,5.02,5.063,U.S Dollar,US Gallon,2026-04-04
Minnesota,MN,3.571,3.986,4.507,4.992,U.S Dollar,US Gallon,2026-04-04
Missouri,MO,3.543,3.957,4.265,4.756,U.S Dollar,US Gallon,2026-04-04
Mississippi,MS,3.748,4.186,4.585,5.255,U.S Dollar,US Gallon,2026-04-04
Montana,MT,3.771,4.108,4.434,4.874,U.S Dollar,US Gallon,2026-04-04
North Carolina,NC,3.932,4.374,4.77,5.761,U.S Dollar,US Gallon,2026-04-04
North Dakota,ND,3.456,3.808,4.217,4.647,U.S Dollar,US Gallon,2026-04-04
Nebraska,NE,3.492,3.667,4.115,4.796,U.S Dollar,US Gallon,2026-04-04
New Hampshire,NH,3.907,4.432,4.892,5.777,U.S Dollar,US Gallon,2026-04-04
New Jersey,NJ,4.082,4.598,4.87,5.88,U.S Dollar,US Gallon,2026-04-04
New Mexico,NM,3.986,4.41,4.721,5.415,U.S Dollar,US Gallon,2026-04-04
Nevada,NV,4.99,5.303,5.587,6.367,U.S Dollar,US Gallon,2026-04-04
New York,NY,4.052,4.534,4.927,5.891,U.S Dollar,US Gallon,2026-04-04
Ohio,OH,3.766,4.286,4.803,5.161,U.S Dollar,US Gallon,2026-04-04
Oklahoma,OK,3.285,3.697,3.977,4.571,U.S Dollar,US Gallon,2026-04-04
Oregon,OR,4.982,5.226,5.5,6.225,U.S Dollar,US Gallon,2026-04-04
Pennsylvania,PA,4.138,4.562,4.944,6.06,U.S Dollar,US Gallon,2026-04-04
Rhode Island,RI,3.968,4.634,5.021,5.795,U.S Dollar,US Gallon,2026-04-04
South Carolina,SC,3.829,4.265,4.663,5.539,U.S Dollar,US Gallon,2026-04-04
South Dakota,SD,3.549,3.694,4.217,4.686,U.S Dollar,US Gallon,2026-04-04
Tennessee,TN,3.853,4.308,4.718,5.396,U.S Dollar,US Gallon,2026-04-04
Texas,TX,3.824,4.305,4.678,5.185,U.S Dollar,US Gallon,2026-04-04
Utah,UT,4.173,4.452,4.701,5.454,U.S Dollar,US Gallon,2026-04-04
Virginia,VA,4.053,4.511,4.888,5.779,U.S Dollar,US Gallon,2026-04-04
Vermont,VT,4.062,4.527,4.973,5.882,U.S Dollar,US Gallon,2026-04-04
Washington,WA,5.376,5.649,5.894,6.787,U.S Dollar,US Gallon,2026-04-04
Wisconsin,WI,3.814,4.299,4.898,4.864,U.S Dollar,US Gallon,2026-04-04
West Virginia,WV,3.971,4.4,4.851,5.508,U.S Dollar,US Gallon,2026-04-04
Wyoming,WY,3.837,4.15,4.44,5.01,U.S Dollar,US Gallon,2026-04-04
