State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.596,3.82,4.063,3.644,U.S Dollar,US Gallon,2024-10-28
Alabama,AL,2.792,3.207,3.591,3.332,U.S Dollar,US Gallon,2024-10-28
Arkansas,AR,2.795,3.194,3.569,3.275,U.S Dollar,US Gallon,2024-10-28
Arizona,AZ,3.26,3.57,3.896,3.529,U.S Dollar,US Gallon,2024-10-28
California,CA,4.598,4.804,4.987,4.919,U.S Dollar,US Gallon,2024-10-28
Colorado,CO,3.18,3.563,3.878,3.489,U.S Dollar,US Gallon,2024-10-28
Connecticut,CT,3.075,3.698,4.061,3.679,U.S Dollar,US Gallon,2024-10-28
District of Columbia,DC,3.313,3.856,4.294,3.746,U.S Dollar,US Gallon,2024-10-28
Delaware,DE,3.045,3.604,3.895,3.488,U.S Dollar,US Gallon,2024-10-28
Florida,FL,3.143,3.578,3.905,3.49,U.S Dollar,US Gallon,2024-10-28
Georgia,GA,2.924,3.338,3.734,3.432,U.S Dollar,US Gallon,2024-10-28
Hawaii,HI,4.576,4.794,5.044,5.349,U.S Dollar,US Gallon,2024-10-28
Iowa,IA,2.918,3.286,3.699,3.409,U.S Dollar,US Gallon,2024-10-28
Idaho,ID,3.369,3.599,3.861,3.674,U.S Dollar,US Gallon,2024-10-28
Illinois,IL,3.311,3.886,4.319,3.652,U.S Dollar,US Gallon,2024-10-28
Indiana,IN,2.938,3.478,3.989,3.689,U.S Dollar,US Gallon,2024-10-28
Kansas,KS,2.788,3.095,3.397,3.285,U.S Dollar,US Gallon,2024-10-28
Kentucky,KY,2.761,3.273,3.677,3.319,U.S Dollar,US Gallon,2024-10-28
Louisiana,LA,2.763,3.17,3.554,3.237,U.S Dollar,US Gallon,2024-10-28
Massachusetts,MA,3.059,3.636,4.012,3.715,U.S Dollar,US Gallon,2024-10-28
Maryland,MD,3.133,3.74,4.061,3.579,U.S Dollar,US Gallon,2024-10-28
Maine,ME,3.075,3.589,4.058,3.781,U.S Dollar,US Gallon,2024-10-28
Michigan,MI,3.115,3.674,4.236,3.641,U.S Dollar,US Gallon,2024-10-28
Minnesota,MN,3.051,3.481,3.888,3.49,U.S Dollar,US Gallon,2024-10-28
Missouri,MO,2.789,3.129,3.435,3.224,U.S Dollar,US Gallon,2024-10-28
Mississippi,MS,2.694,3.088,3.461,3.179,U.S Dollar,US Gallon,2024-10-28
Montana,MT,3.201,3.492,3.801,3.574,U.S Dollar,US Gallon,2024-10-28
North Carolina,NC,2.91,3.342,3.731,3.468,U.S Dollar,US Gallon,2024-10-28
North Dakota,ND,3.07,3.395,3.744,3.51,U.S Dollar,US Gallon,2024-10-28
Nebraska,NE,2.951,3.235,3.623,3.309,U.S Dollar,US Gallon,2024-10-28
New Hampshire,NH,3.003,3.554,3.967,3.722,U.S Dollar,US Gallon,2024-10-28
New Jersey,NJ,2.952,3.533,3.81,3.497,U.S Dollar,US Gallon,2024-10-28
New Mexico,NM,3.0,3.395,3.698,3.385,U.S Dollar,US Gallon,2024-10-28
Nevada,NV,3.811,4.113,4.355,3.759,U.S Dollar,US Gallon,2024-10-28
New York,NY,3.203,3.705,4.093,3.903,U.S Dollar,US Gallon,2024-10-28
Ohio,OH,2.825,3.38,3.904,3.591,U.S Dollar,US Gallon,2024-10-28
Oklahoma,OK,2.728,3.088,3.34,3.107,U.S Dollar,US Gallon,2024-10-28
Oregon,OR,3.636,3.853,4.096,3.911,U.S Dollar,US Gallon,2024-10-28
Pennsylvania,PA,3.345,3.788,4.149,4.021,U.S Dollar,US Gallon,2024-10-28
Rhode Island,RI,2.974,3.671,3.999,3.709,U.S Dollar,US Gallon,2024-10-28
South Carolina,SC,2.781,3.182,3.552,3.275,U.S Dollar,US Gallon,2024-10-28
South Dakota,SD,3.011,3.257,3.678,3.276,U.S Dollar,US Gallon,2024-10-28
Tennessee,TN,2.785,3.188,3.565,3.307,U.S Dollar,US Gallon,2024-10-28
Texas,TX,2.667,3.08,3.441,3.046,U.S Dollar,US Gallon,2024-10-28
Utah,UT,3.377,3.625,3.849,3.628,U.S Dollar,US Gallon,2024-10-28
Virginia,VA,3.058,3.529,3.903,3.533,U.S Dollar,US Gallon,2024-10-28
Vermont,VT,3.149,3.695,4.125,3.574,U.S Dollar,US Gallon,2024-10-28
Washington,WA,4.05,4.278,4.504,4.367,U.S Dollar,US Gallon,2024-10-28
Wisconsin,WI,2.884,3.373,3.877,3.374,U.S Dollar,US Gallon,2024-10-28
West Virginia,WV,3.025,3.435,3.88,3.608,U.S Dollar,US Gallon,2024-10-28
Wyoming,WY,3.188,3.45,3.729,3.56,U.S Dollar,US Gallon,2024-10-28
