State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.68,3.87,4.12,3.783,U.S Dollar,US Gallon,2025-06-19
Alabama,AL,2.836,3.291,3.688,3.376,U.S Dollar,US Gallon,2025-06-19
Arkansas,AR,2.852,3.302,3.665,3.318,U.S Dollar,US Gallon,2025-06-19
Arizona,AZ,3.29,3.635,3.952,3.479,U.S Dollar,US Gallon,2025-06-19
California,CA,4.652,4.879,5.055,5.088,U.S Dollar,US Gallon,2025-06-19
Colorado,CO,3.122,3.52,3.841,3.387,U.S Dollar,US Gallon,2025-06-19
Connecticut,CT,3.132,3.709,4.075,3.751,U.S Dollar,US Gallon,2025-06-19
District of Columbia,DC,3.234,3.752,4.206,3.741,U.S Dollar,US Gallon,2025-06-19
Delaware,DE,3.158,3.671,3.963,3.656,U.S Dollar,US Gallon,2025-06-19
Florida,FL,3.151,3.596,3.908,3.559,U.S Dollar,US Gallon,2025-06-19
Georgia,GA,2.933,3.375,3.785,3.514,U.S Dollar,US Gallon,2025-06-19
Hawaii,HI,4.466,4.717,4.955,5.267,U.S Dollar,US Gallon,2025-06-19
Iowa,IA,3.076,3.306,3.838,3.523,U.S Dollar,US Gallon,2025-06-19
Idaho,ID,3.379,3.635,3.912,3.626,U.S Dollar,US Gallon,2025-06-19
Illinois,IL,3.444,4.028,4.493,3.647,U.S Dollar,US Gallon,2025-06-19
Indiana,IN,3.126,3.673,4.172,3.66,U.S Dollar,US Gallon,2025-06-19
Kansas,KS,2.899,3.234,3.569,3.321,U.S Dollar,US Gallon,2025-06-19
Kentucky,KY,2.859,3.404,3.812,3.265,U.S Dollar,US Gallon,2025-06-19
Louisiana,LA,2.81,3.258,3.629,3.259,U.S Dollar,US Gallon,2025-06-19
Massachusetts,MA,3.049,3.636,4.001,3.798,U.S Dollar,US Gallon,2025-06-19
Maryland,MD,3.197,3.748,4.039,3.709,U.S Dollar,US Gallon,2025-06-19
Maine,ME,3.075,3.622,4.068,3.835,U.S Dollar,US Gallon,2025-06-19
Michigan,MI,3.299,3.822,4.375,3.566,U.S Dollar,US Gallon,2025-06-19
Minnesota,MN,3.114,3.5,3.948,3.566,U.S Dollar,US Gallon,2025-06-19
Missouri,MO,2.857,3.208,3.533,3.264,U.S Dollar,US Gallon,2025-06-19
Mississippi,MS,2.705,3.149,3.511,3.203,U.S Dollar,US Gallon,2025-06-19
Montana,MT,3.249,3.557,3.886,3.553,U.S Dollar,US Gallon,2025-06-19
North Carolina,NC,2.862,3.304,3.694,3.439,U.S Dollar,US Gallon,2025-06-19
North Dakota,ND,2.938,3.28,3.635,3.354,U.S Dollar,US Gallon,2025-06-19
Nebraska,NE,3.002,3.191,3.706,3.303,U.S Dollar,US Gallon,2025-06-19
New Hampshire,NH,2.995,3.565,3.967,3.753,U.S Dollar,US Gallon,2025-06-19
New Jersey,NJ,3.104,3.643,3.885,3.607,U.S Dollar,US Gallon,2025-06-19
New Mexico,NM,2.957,3.356,3.658,3.415,U.S Dollar,US Gallon,2025-06-19
Nevada,NV,3.814,4.116,4.367,3.813,U.S Dollar,US Gallon,2025-06-19
New York,NY,3.174,3.679,4.057,3.888,U.S Dollar,US Gallon,2025-06-19
Ohio,OH,3.129,3.67,4.18,3.583,U.S Dollar,US Gallon,2025-06-19
Oklahoma,OK,2.844,3.24,3.539,3.205,U.S Dollar,US Gallon,2025-06-19
Oregon,OR,4.044,4.256,4.51,4.319,U.S Dollar,US Gallon,2025-06-19
Pennsylvania,PA,3.338,3.784,4.15,3.952,U.S Dollar,US Gallon,2025-06-19
Rhode Island,RI,3.03,3.75,4.114,3.775,U.S Dollar,US Gallon,2025-06-19
South Carolina,SC,2.861,3.313,3.687,3.406,U.S Dollar,US Gallon,2025-06-19
South Dakota,SD,3.023,3.21,3.674,3.338,U.S Dollar,US Gallon,2025-06-19
Tennessee,TN,2.834,3.301,3.696,3.341,U.S Dollar,US Gallon,2025-06-19
Texas,TX,2.822,3.288,3.642,3.177,U.S Dollar,US Gallon,2025-06-19
Utah,UT,3.319,3.576,3.805,3.463,U.S Dollar,US Gallon,2025-06-19
Virginia,VA,3.09,3.564,3.931,3.571,U.S Dollar,US Gallon,2025-06-19
Vermont,VT,3.107,3.678,4.087,3.767,U.S Dollar,US Gallon,2025-06-19
Washington,WA,4.42,4.679,4.905,4.8,U.S Dollar,US Gallon,2025-06-19
Wisconsin,WI,3.058,3.553,4.065,3.491,U.S Dollar,US Gallon,2025-06-19
West Virginia,WV,3.143,3.569,4.012,3.573,U.S Dollar,US Gallon,2025-06-19
Wyoming,WY,3.177,3.447,3.732,3.471,U.S Dollar,US Gallon,2025-06-19
