State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.316,3.57,3.764,3.535,U.S Dollar,US Gallon,2025-01-26
Alabama,AL,2.801,3.224,3.62,3.47,U.S Dollar,US Gallon,2025-01-26
Arkansas,AR,2.775,3.182,3.563,3.324,U.S Dollar,US Gallon,2025-01-26
Arizona,AZ,3.154,3.482,3.8,3.642,U.S Dollar,US Gallon,2025-01-26
California,CA,4.45,4.677,4.851,4.993,U.S Dollar,US Gallon,2025-01-26
Colorado,CO,2.98,3.356,3.683,3.404,U.S Dollar,US Gallon,2025-01-26
Connecticut,CT,3.096,3.708,4.07,3.844,U.S Dollar,US Gallon,2025-01-26
District of Columbia,DC,3.278,3.868,4.262,3.833,U.S Dollar,US Gallon,2025-01-26
Delaware,DE,3.204,3.723,4.018,3.768,U.S Dollar,US Gallon,2025-01-26
Florida,FL,3.215,3.652,3.966,3.674,U.S Dollar,US Gallon,2025-01-26
Georgia,GA,2.963,3.395,3.789,3.662,U.S Dollar,US Gallon,2025-01-26
Hawaii,HI,4.553,4.778,5.033,5.297,U.S Dollar,US Gallon,2025-01-26
Iowa,IA,2.904,3.236,3.663,3.431,U.S Dollar,US Gallon,2025-01-26
Idaho,ID,3.046,3.299,3.54,3.426,U.S Dollar,US Gallon,2025-01-26
Illinois,IL,3.277,3.836,4.28,3.647,U.S Dollar,US Gallon,2025-01-26
Indiana,IN,3.016,3.549,4.039,3.687,U.S Dollar,US Gallon,2025-01-26
Kansas,KS,2.81,3.133,3.434,3.316,U.S Dollar,US Gallon,2025-01-26
Kentucky,KY,2.766,3.268,3.679,3.35,U.S Dollar,US Gallon,2025-01-26
Louisiana,LA,2.775,3.193,3.565,3.377,U.S Dollar,US Gallon,2025-01-26
Massachusetts,MA,3.043,3.633,3.994,3.801,U.S Dollar,US Gallon,2025-01-26
Maryland,MD,3.304,3.855,4.148,3.845,U.S Dollar,US Gallon,2025-01-26
Maine,ME,3.08,3.606,4.065,3.945,U.S Dollar,US Gallon,2025-01-26
Michigan,MI,3.094,3.619,4.176,3.56,U.S Dollar,US Gallon,2025-01-26
Minnesota,MN,2.999,3.387,3.792,3.475,U.S Dollar,US Gallon,2025-01-26
Missouri,MO,2.834,3.178,3.49,3.323,U.S Dollar,US Gallon,2025-01-26
Mississippi,MS,2.684,3.1,3.459,3.317,U.S Dollar,US Gallon,2025-01-26
Montana,MT,2.95,3.242,3.553,3.324,U.S Dollar,US Gallon,2025-01-26
North Carolina,NC,2.909,3.342,3.732,3.611,U.S Dollar,US Gallon,2025-01-26
North Dakota,ND,2.915,3.208,3.513,3.524,U.S Dollar,US Gallon,2025-01-26
Nebraska,NE,2.899,3.126,3.562,3.371,U.S Dollar,US Gallon,2025-01-26
New Hampshire,NH,2.98,3.551,3.95,3.792,U.S Dollar,US Gallon,2025-01-26
New Jersey,NJ,3.098,3.654,3.89,3.792,U.S Dollar,US Gallon,2025-01-26
New Mexico,NM,2.928,3.329,3.638,3.544,U.S Dollar,US Gallon,2025-01-26
Nevada,NV,3.666,3.971,4.211,3.789,U.S Dollar,US Gallon,2025-01-26
New York,NY,3.177,3.681,4.066,3.949,U.S Dollar,US Gallon,2025-01-26
Ohio,OH,2.976,3.505,4.013,3.564,U.S Dollar,US Gallon,2025-01-26
Oklahoma,OK,2.692,3.064,3.361,3.149,U.S Dollar,US Gallon,2025-01-26
Oregon,OR,3.545,3.769,3.998,3.829,U.S Dollar,US Gallon,2025-01-26
Pennsylvania,PA,3.369,3.799,4.15,4.083,U.S Dollar,US Gallon,2025-01-26
Rhode Island,RI,3.005,3.722,4.074,3.824,U.S Dollar,US Gallon,2025-01-26
South Carolina,SC,2.861,3.293,3.671,3.539,U.S Dollar,US Gallon,2025-01-26
South Dakota,SD,2.903,3.118,3.562,3.419,U.S Dollar,US Gallon,2025-01-26
Tennessee,TN,2.768,3.185,3.569,3.434,U.S Dollar,US Gallon,2025-01-26
Texas,TX,2.72,3.17,3.522,3.385,U.S Dollar,US Gallon,2025-01-26
Utah,UT,2.983,3.232,3.447,3.378,U.S Dollar,US Gallon,2025-01-26
Virginia,VA,3.092,3.567,3.933,3.712,U.S Dollar,US Gallon,2025-01-26
Vermont,VT,3.148,3.657,4.087,3.761,U.S Dollar,US Gallon,2025-01-26
Washington,WA,3.946,4.197,4.428,4.38,U.S Dollar,US Gallon,2025-01-26
Wisconsin,WI,2.967,3.447,3.957,3.421,U.S Dollar,US Gallon,2025-01-26
West Virginia,WV,2.972,3.372,3.793,3.603,U.S Dollar,US Gallon,2025-01-26
Wyoming,WY,2.938,3.207,3.497,3.393,U.S Dollar,US Gallon,2025-01-26
