State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.596,3.829,4.055,3.857,U.S Dollar,US Gallon,2026-02-26
Alabama,AL,2.651,3.123,3.52,3.46,U.S Dollar,US Gallon,2026-02-26
Arkansas,AR,2.583,3.059,3.431,3.426,U.S Dollar,US Gallon,2026-02-26
Arizona,AZ,3.267,3.652,3.969,3.641,U.S Dollar,US Gallon,2026-02-26
California,CA,4.639,4.871,5.053,5.092,U.S Dollar,US Gallon,2026-02-26
Colorado,CO,2.903,3.314,3.644,3.54,U.S Dollar,US Gallon,2026-02-26
Connecticut,CT,2.909,3.575,3.961,3.985,U.S Dollar,US Gallon,2026-02-26
District of Columbia,DC,3.092,3.719,4.105,3.883,U.S Dollar,US Gallon,2026-02-26
Delaware,DE,2.945,3.527,3.812,3.947,U.S Dollar,US Gallon,2026-02-26
Florida,FL,2.94,3.416,3.743,3.722,U.S Dollar,US Gallon,2026-02-26
Georgia,GA,2.78,3.285,3.693,3.602,U.S Dollar,US Gallon,2026-02-26
Hawaii,HI,4.402,4.645,4.854,5.217,U.S Dollar,US Gallon,2026-02-26
Iowa,IA,2.635,2.863,3.504,3.549,U.S Dollar,US Gallon,2026-02-26
Idaho,ID,2.979,3.252,3.533,3.676,U.S Dollar,US Gallon,2026-02-26
Illinois,IL,3.035,3.623,4.097,3.823,U.S Dollar,US Gallon,2026-02-26
Indiana,IN,2.822,3.378,3.864,3.836,U.S Dollar,US Gallon,2026-02-26
Kansas,KS,2.547,2.887,3.22,3.386,U.S Dollar,US Gallon,2026-02-26
Kentucky,KY,2.652,3.202,3.632,3.417,U.S Dollar,US Gallon,2026-02-26
Louisiana,LA,2.559,3.013,3.406,3.311,U.S Dollar,US Gallon,2026-02-26
Massachusetts,MA,2.904,3.546,3.918,3.933,U.S Dollar,US Gallon,2026-02-26
Maryland,MD,2.975,3.585,3.897,3.948,U.S Dollar,US Gallon,2026-02-26
Maine,ME,2.913,3.457,3.935,4.33,U.S Dollar,US Gallon,2026-02-26
Michigan,MI,3.011,3.605,4.165,3.91,U.S Dollar,US Gallon,2026-02-26
Minnesota,MN,2.797,3.246,3.746,3.681,U.S Dollar,US Gallon,2026-02-26
Missouri,MO,2.636,3.031,3.341,3.422,U.S Dollar,US Gallon,2026-02-26
Mississippi,MS,2.527,2.998,3.361,3.291,U.S Dollar,US Gallon,2026-02-26
Montana,MT,2.791,3.095,3.428,3.382,U.S Dollar,US Gallon,2026-02-26
North Carolina,NC,2.784,3.269,3.653,3.544,U.S Dollar,US Gallon,2026-02-26
North Dakota,ND,2.618,2.965,3.296,3.552,U.S Dollar,US Gallon,2026-02-26
Nebraska,NE,2.727,2.886,3.404,3.428,U.S Dollar,US Gallon,2026-02-26
New Hampshire,NH,2.85,3.436,3.869,3.995,U.S Dollar,US Gallon,2026-02-26
New Jersey,NJ,2.921,3.51,3.76,3.946,U.S Dollar,US Gallon,2026-02-26
New Mexico,NM,2.797,3.249,3.561,3.552,U.S Dollar,US Gallon,2026-02-26
Nevada,NV,3.715,4.01,4.265,3.887,U.S Dollar,US Gallon,2026-02-26
New York,NY,3.0,3.533,3.909,4.007,U.S Dollar,US Gallon,2026-02-26
Ohio,OH,2.76,3.304,3.81,3.81,U.S Dollar,US Gallon,2026-02-26
Oklahoma,OK,2.438,2.861,3.14,3.282,U.S Dollar,US Gallon,2026-02-26
Oregon,OR,3.92,4.153,4.433,4.241,U.S Dollar,US Gallon,2026-02-26
Pennsylvania,PA,3.12,3.578,3.946,4.196,U.S Dollar,US Gallon,2026-02-26
Rhode Island,RI,2.873,3.673,4.069,3.947,U.S Dollar,US Gallon,2026-02-26
South Carolina,SC,2.685,3.171,3.552,3.494,U.S Dollar,US Gallon,2026-02-26
South Dakota,SD,2.696,2.837,3.323,3.449,U.S Dollar,US Gallon,2026-02-26
Tennessee,TN,2.566,3.042,3.441,3.424,U.S Dollar,US Gallon,2026-02-26
Texas,TX,2.607,3.122,3.491,3.304,U.S Dollar,US Gallon,2026-02-26
Utah,UT,2.787,3.077,3.318,3.67,U.S Dollar,US Gallon,2026-02-26
Virginia,VA,2.827,3.323,3.694,3.681,U.S Dollar,US Gallon,2026-02-26
Vermont,VT,3.006,3.568,3.983,4.113,U.S Dollar,US Gallon,2026-02-26
Washington,WA,4.359,4.637,4.867,4.888,U.S Dollar,US Gallon,2026-02-26
Wisconsin,WI,2.591,3.05,3.719,3.674,U.S Dollar,US Gallon,2026-02-26
West Virginia,WV,2.853,3.297,3.729,3.709,U.S Dollar,US Gallon,2026-02-26
Wyoming,WY,2.738,3.053,3.335,3.556,U.S Dollar,US Gallon,2026-02-26
