State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.753,3.968,4.205,4.055,U.S Dollar,US Gallon,2025-08-28
Alabama,AL,2.831,3.284,3.679,3.461,U.S Dollar,US Gallon,2025-08-28
Arkansas,AR,2.781,3.224,3.601,3.365,U.S Dollar,US Gallon,2025-08-28
Arizona,AZ,3.421,3.797,4.113,3.621,U.S Dollar,US Gallon,2025-08-28
California,CA,4.59,4.82,4.998,5.128,U.S Dollar,US Gallon,2025-08-28
Colorado,CO,3.194,3.594,3.921,3.568,U.S Dollar,US Gallon,2025-08-28
Connecticut,CT,3.12,3.713,4.071,3.761,U.S Dollar,US Gallon,2025-08-28
District of Columbia,DC,3.263,3.851,4.223,3.825,U.S Dollar,US Gallon,2025-08-28
Delaware,DE,3.138,3.702,3.989,3.805,U.S Dollar,US Gallon,2025-08-28
Florida,FL,3.135,3.587,3.902,3.658,U.S Dollar,US Gallon,2025-08-28
Georgia,GA,2.916,3.37,3.771,3.575,U.S Dollar,US Gallon,2025-08-28
Hawaii,HI,4.477,4.712,4.958,5.26,U.S Dollar,US Gallon,2025-08-28
Iowa,IA,2.929,3.176,3.714,3.525,U.S Dollar,US Gallon,2025-08-28
Idaho,ID,3.48,3.764,4.03,3.84,U.S Dollar,US Gallon,2025-08-28
Illinois,IL,3.54,4.134,4.593,3.764,U.S Dollar,US Gallon,2025-08-28
Indiana,IN,3.353,3.877,4.372,3.803,U.S Dollar,US Gallon,2025-08-28
Kansas,KS,2.874,3.202,3.551,3.447,U.S Dollar,US Gallon,2025-08-28
Kentucky,KY,3.011,3.563,3.994,3.423,U.S Dollar,US Gallon,2025-08-28
Louisiana,LA,2.787,3.251,3.624,3.335,U.S Dollar,US Gallon,2025-08-28
Massachusetts,MA,3.063,3.686,4.045,3.845,U.S Dollar,US Gallon,2025-08-28
Maryland,MD,3.164,3.747,4.056,3.83,U.S Dollar,US Gallon,2025-08-28
Maine,ME,3.141,3.687,4.148,3.885,U.S Dollar,US Gallon,2025-08-28
Michigan,MI,3.377,3.941,4.484,3.738,U.S Dollar,US Gallon,2025-08-28
Minnesota,MN,3.064,3.455,3.907,3.584,U.S Dollar,US Gallon,2025-08-28
Missouri,MO,2.873,3.233,3.559,3.425,U.S Dollar,US Gallon,2025-08-28
Mississippi,MS,2.733,3.186,3.562,3.296,U.S Dollar,US Gallon,2025-08-28
Montana,MT,3.242,3.546,3.875,3.636,U.S Dollar,US Gallon,2025-08-28
North Carolina,NC,2.904,3.359,3.751,3.504,U.S Dollar,US Gallon,2025-08-28
North Dakota,ND,2.916,3.225,3.594,3.431,U.S Dollar,US Gallon,2025-08-28
Nebraska,NE,2.993,3.158,3.705,3.433,U.S Dollar,US Gallon,2025-08-28
New Hampshire,NH,3.046,3.631,4.052,3.809,U.S Dollar,US Gallon,2025-08-28
New Jersey,NJ,3.049,3.612,3.856,3.654,U.S Dollar,US Gallon,2025-08-28
New Mexico,NM,3.046,3.456,3.758,3.523,U.S Dollar,US Gallon,2025-08-28
Nevada,NV,3.814,4.123,4.387,3.941,U.S Dollar,US Gallon,2025-08-28
New York,NY,3.166,3.693,4.065,3.904,U.S Dollar,US Gallon,2025-08-28
Ohio,OH,3.286,3.822,4.331,3.652,U.S Dollar,US Gallon,2025-08-28
Oklahoma,OK,2.787,3.196,3.478,3.294,U.S Dollar,US Gallon,2025-08-28
Oregon,OR,3.978,4.213,4.482,4.469,U.S Dollar,US Gallon,2025-08-28
Pennsylvania,PA,3.314,3.755,4.119,3.997,U.S Dollar,US Gallon,2025-08-28
Rhode Island,RI,3.059,3.795,4.207,3.816,U.S Dollar,US Gallon,2025-08-28
South Carolina,SC,2.848,3.308,3.675,3.435,U.S Dollar,US Gallon,2025-08-28
South Dakota,SD,3.018,3.187,3.648,3.372,U.S Dollar,US Gallon,2025-08-28
Tennessee,TN,2.792,3.263,3.66,3.435,U.S Dollar,US Gallon,2025-08-28
Texas,TX,2.808,3.293,3.648,3.239,U.S Dollar,US Gallon,2025-08-28
Utah,UT,3.31,3.585,3.816,3.656,U.S Dollar,US Gallon,2025-08-28
Virginia,VA,3.036,3.512,3.879,3.64,U.S Dollar,US Gallon,2025-08-28
Vermont,VT,3.109,3.653,4.067,3.811,U.S Dollar,US Gallon,2025-08-28
Washington,WA,4.397,4.667,4.903,5.024,U.S Dollar,US Gallon,2025-08-28
Wisconsin,WI,3.028,3.532,4.039,3.471,U.S Dollar,US Gallon,2025-08-28
West Virginia,WV,3.003,3.427,3.873,3.591,U.S Dollar,US Gallon,2025-08-28
Wyoming,WY,3.121,3.38,3.687,3.605,U.S Dollar,US Gallon,2025-08-28
