State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.3,3.538,3.755,3.518,U.S Dollar,US Gallon,2025-01-14
Alabama,AL,2.757,3.181,3.579,3.365,U.S Dollar,US Gallon,2025-01-14
Arkansas,AR,2.698,3.104,3.472,3.205,U.S Dollar,US Gallon,2025-01-14
Arizona,AZ,3.051,3.385,3.697,3.51,U.S Dollar,US Gallon,2025-01-14
California,CA,4.382,4.606,4.781,4.914,U.S Dollar,US Gallon,2025-01-14
Colorado,CO,2.895,3.288,3.613,3.243,U.S Dollar,US Gallon,2025-01-14
Connecticut,CT,3.043,3.678,4.024,3.732,U.S Dollar,US Gallon,2025-01-14
District of Columbia,DC,3.226,3.798,4.228,3.814,U.S Dollar,US Gallon,2025-01-14
Delaware,DE,3.043,3.591,3.898,3.645,U.S Dollar,US Gallon,2025-01-14
Florida,FL,3.166,3.625,3.934,3.618,U.S Dollar,US Gallon,2025-01-14
Georgia,GA,2.944,3.384,3.788,3.545,U.S Dollar,US Gallon,2025-01-14
Hawaii,HI,4.546,4.77,4.993,5.28,U.S Dollar,US Gallon,2025-01-14
Iowa,IA,2.878,3.201,3.649,3.353,U.S Dollar,US Gallon,2025-01-14
Idaho,ID,3.049,3.312,3.544,3.442,U.S Dollar,US Gallon,2025-01-14
Illinois,IL,3.239,3.811,4.257,3.59,U.S Dollar,US Gallon,2025-01-14
Indiana,IN,2.972,3.524,4.034,3.63,U.S Dollar,US Gallon,2025-01-14
Kansas,KS,2.692,3.03,3.33,3.217,U.S Dollar,US Gallon,2025-01-14
Kentucky,KY,2.751,3.254,3.667,3.259,U.S Dollar,US Gallon,2025-01-14
Louisiana,LA,2.734,3.15,3.532,3.272,U.S Dollar,US Gallon,2025-01-14
Massachusetts,MA,3.006,3.59,3.96,3.706,U.S Dollar,US Gallon,2025-01-14
Maryland,MD,3.123,3.717,4.027,3.688,U.S Dollar,US Gallon,2025-01-14
Maine,ME,3.031,3.554,4.011,3.812,U.S Dollar,US Gallon,2025-01-14
Michigan,MI,3.018,3.569,4.135,3.546,U.S Dollar,US Gallon,2025-01-14
Minnesota,MN,2.946,3.369,3.785,3.465,U.S Dollar,US Gallon,2025-01-14
Missouri,MO,2.74,3.099,3.406,3.194,U.S Dollar,US Gallon,2025-01-14
Mississippi,MS,2.633,3.039,3.421,3.172,U.S Dollar,US Gallon,2025-01-14
Montana,MT,2.824,3.107,3.448,3.234,U.S Dollar,US Gallon,2025-01-14
North Carolina,NC,2.851,3.288,3.676,3.451,U.S Dollar,US Gallon,2025-01-14
North Dakota,ND,2.858,3.162,3.483,3.473,U.S Dollar,US Gallon,2025-01-14
Nebraska,NE,2.864,3.098,3.546,3.234,U.S Dollar,US Gallon,2025-01-14
New Hampshire,NH,2.929,3.493,3.911,3.694,U.S Dollar,US Gallon,2025-01-14
New Jersey,NJ,2.995,3.553,3.807,3.643,U.S Dollar,US Gallon,2025-01-14
New Mexico,NM,2.815,3.211,3.516,3.307,U.S Dollar,US Gallon,2025-01-14
Nevada,NV,3.628,3.93,4.173,3.724,U.S Dollar,US Gallon,2025-01-14
New York,NY,3.139,3.641,4.031,3.868,U.S Dollar,US Gallon,2025-01-14
Ohio,OH,3.069,3.643,4.167,3.537,U.S Dollar,US Gallon,2025-01-14
Oklahoma,OK,2.589,2.955,3.261,3.05,U.S Dollar,US Gallon,2025-01-14
Oregon,OR,3.473,3.702,3.948,3.779,U.S Dollar,US Gallon,2025-01-14
Pennsylvania,PA,3.296,3.74,4.093,3.995,U.S Dollar,US Gallon,2025-01-14
Rhode Island,RI,2.946,3.616,3.987,3.723,U.S Dollar,US Gallon,2025-01-14
South Carolina,SC,2.802,3.238,3.602,3.38,U.S Dollar,US Gallon,2025-01-14
South Dakota,SD,2.819,3.05,3.458,3.326,U.S Dollar,US Gallon,2025-01-14
Tennessee,TN,2.768,3.204,3.586,3.314,U.S Dollar,US Gallon,2025-01-14
Texas,TX,2.686,3.133,3.487,3.215,U.S Dollar,US Gallon,2025-01-14
Utah,UT,3.031,3.282,3.494,3.404,U.S Dollar,US Gallon,2025-01-14
Virginia,VA,2.967,3.446,3.804,3.512,U.S Dollar,US Gallon,2025-01-14
Vermont,VT,3.107,3.631,4.037,3.655,U.S Dollar,US Gallon,2025-01-14
Washington,WA,3.897,4.155,4.377,4.3,U.S Dollar,US Gallon,2025-01-14
Wisconsin,WI,2.853,3.353,3.862,3.359,U.S Dollar,US Gallon,2025-01-14
West Virginia,WV,3.011,3.436,3.879,3.557,U.S Dollar,US Gallon,2025-01-14
Wyoming,WY,2.926,3.192,3.49,3.377,U.S Dollar,US Gallon,2025-01-14
