State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.603,3.827,4.061,3.635,U.S Dollar,US Gallon,2024-11-01
Alabama,AL,2.798,3.226,3.621,3.347,U.S Dollar,US Gallon,2024-11-01
Arkansas,AR,2.765,3.181,3.548,3.256,U.S Dollar,US Gallon,2024-11-01
Arizona,AZ,3.237,3.557,3.877,3.525,U.S Dollar,US Gallon,2024-11-01
California,CA,4.558,4.784,4.956,4.919,U.S Dollar,US Gallon,2024-11-01
Colorado,CO,3.12,3.504,3.822,3.446,U.S Dollar,US Gallon,2024-11-01
Connecticut,CT,3.066,3.706,4.05,3.693,U.S Dollar,US Gallon,2024-11-01
District of Columbia,DC,3.269,3.815,4.209,3.904,U.S Dollar,US Gallon,2024-11-01
Delaware,DE,2.971,3.552,3.842,3.424,U.S Dollar,US Gallon,2024-11-01
Florida,FL,3.06,3.504,3.833,3.446,U.S Dollar,US Gallon,2024-11-01
Georgia,GA,2.951,3.394,3.792,3.451,U.S Dollar,US Gallon,2024-11-01
Hawaii,HI,4.587,4.808,5.072,5.377,U.S Dollar,US Gallon,2024-11-01
Iowa,IA,2.876,3.193,3.628,3.363,U.S Dollar,US Gallon,2024-11-01
Idaho,ID,3.328,3.575,3.812,3.652,U.S Dollar,US Gallon,2024-11-01
Illinois,IL,3.303,3.884,4.326,3.652,U.S Dollar,US Gallon,2024-11-01
Indiana,IN,3.056,3.597,4.101,3.694,U.S Dollar,US Gallon,2024-11-01
Kansas,KS,2.776,3.094,3.394,3.264,U.S Dollar,US Gallon,2024-11-01
Kentucky,KY,2.777,3.304,3.711,3.324,U.S Dollar,US Gallon,2024-11-01
Louisiana,LA,2.771,3.2,3.589,3.223,U.S Dollar,US Gallon,2024-11-01
Massachusetts,MA,3.05,3.638,4.003,3.718,U.S Dollar,US Gallon,2024-11-01
Maryland,MD,3.069,3.699,4.004,3.537,U.S Dollar,US Gallon,2024-11-01
Maine,ME,3.054,3.581,4.043,3.77,U.S Dollar,US Gallon,2024-11-01
Michigan,MI,3.189,3.755,4.314,3.639,U.S Dollar,US Gallon,2024-11-01
Minnesota,MN,3.007,3.42,3.841,3.463,U.S Dollar,US Gallon,2024-11-01
Missouri,MO,2.769,3.108,3.422,3.209,U.S Dollar,US Gallon,2024-11-01
Mississippi,MS,2.682,3.099,3.455,3.17,U.S Dollar,US Gallon,2024-11-01
Montana,MT,3.149,3.446,3.751,3.54,U.S Dollar,US Gallon,2024-11-01
North Carolina,NC,2.924,3.371,3.756,3.455,U.S Dollar,US Gallon,2024-11-01
North Dakota,ND,3.058,3.383,3.689,3.505,U.S Dollar,US Gallon,2024-11-01
Nebraska,NE,2.937,3.165,3.586,3.288,U.S Dollar,US Gallon,2024-11-01
New Hampshire,NH,2.983,3.541,3.962,3.717,U.S Dollar,US Gallon,2024-11-01
New Jersey,NJ,2.931,3.535,3.801,3.479,U.S Dollar,US Gallon,2024-11-01
New Mexico,NM,2.934,3.321,3.625,3.342,U.S Dollar,US Gallon,2024-11-01
Nevada,NV,3.8,4.098,4.332,3.749,U.S Dollar,US Gallon,2024-11-01
New York,NY,3.195,3.707,4.093,3.913,U.S Dollar,US Gallon,2024-11-01
Ohio,OH,3.055,3.604,4.123,3.58,U.S Dollar,US Gallon,2024-11-01
Oklahoma,OK,2.688,3.042,3.3,3.063,U.S Dollar,US Gallon,2024-11-01
Oregon,OR,3.618,3.847,4.102,3.9,U.S Dollar,US Gallon,2024-11-01
Pennsylvania,PA,3.323,3.765,4.12,4.009,U.S Dollar,US Gallon,2024-11-01
Rhode Island,RI,2.957,3.648,3.991,3.706,U.S Dollar,US Gallon,2024-11-01
South Carolina,SC,2.829,3.277,3.643,3.292,U.S Dollar,US Gallon,2024-11-01
South Dakota,SD,3.002,3.214,3.648,3.249,U.S Dollar,US Gallon,2024-11-01
Tennessee,TN,2.736,3.155,3.538,3.303,U.S Dollar,US Gallon,2024-11-01
Texas,TX,2.667,3.105,3.462,3.086,U.S Dollar,US Gallon,2024-11-01
Utah,UT,3.321,3.576,3.786,3.579,U.S Dollar,US Gallon,2024-11-01
Virginia,VA,3.024,3.501,3.883,3.523,U.S Dollar,US Gallon,2024-11-01
Vermont,VT,3.136,3.703,4.099,3.595,U.S Dollar,US Gallon,2024-11-01
Washington,WA,4.035,4.295,4.526,4.399,U.S Dollar,US Gallon,2024-11-01
Wisconsin,WI,2.884,3.381,3.887,3.38,U.S Dollar,US Gallon,2024-11-01
West Virginia,WV,3.047,3.467,3.905,3.614,U.S Dollar,US Gallon,2024-11-01
Wyoming,WY,3.178,3.431,3.752,3.545,U.S Dollar,US Gallon,2024-11-01
