State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.735,4.964,5.199,5.264,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,3.442,3.925,4.321,4.463,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,3.425,3.904,4.285,4.305,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,3.917,4.268,4.594,4.875,U.S Dollar,US Gallon,2026-07-07
California,CA,5.371,5.596,5.797,6.473,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,3.656,4.043,4.379,4.207,U.S Dollar,US Gallon,2026-07-07
Connecticut,CT,3.9,4.506,4.907,5.18,U.S Dollar,US Gallon,2026-07-07
District of Columbia,DC,4.062,4.689,5.146,5.539,U.S Dollar,US Gallon,2026-07-07
Delaware,DE,3.638,4.257,4.541,4.697,U.S Dollar,US Gallon,2026-07-07
Florida,FL,3.725,4.19,4.522,4.456,U.S Dollar,US Gallon,2026-07-07
Georgia,GA,3.548,4.019,4.44,4.612,U.S Dollar,US Gallon,2026-07-07
Hawaii,HI,5.464,5.705,5.953,6.955,U.S Dollar,US Gallon,2026-07-07
Iowa,IA,3.492,3.769,4.35,4.318,U.S Dollar,US Gallon,2026-07-07
Idaho,ID,4.013,4.317,4.604,4.611,U.S Dollar,US Gallon,2026-07-07
Illinois,IL,3.975,4.547,5.07,4.902,U.S Dollar,US Gallon,2026-07-07
Indiana,IN,3.058,3.637,4.159,4.916,U.S Dollar,US Gallon,2026-07-07
Kansas,KS,3.464,3.822,4.173,4.242,U.S Dollar,US Gallon,2026-07-07
Kentucky,KY,3.384,3.914,4.351,4.471,U.S Dollar,US Gallon,2026-07-07
Louisiana,LA,3.428,3.877,4.28,4.345,U.S Dollar,US Gallon,2026-07-07
Massachusetts,MA,3.869,4.512,4.908,5.15,U.S Dollar,US Gallon,2026-07-07
Maryland,MD,3.698,4.31,4.61,4.733,U.S Dollar,US Gallon,2026-07-07
Maine,ME,3.848,4.407,4.898,5.209,U.S Dollar,US Gallon,2026-07-07
Michigan,MI,3.913,4.537,5.136,4.939,U.S Dollar,US Gallon,2026-07-07
Minnesota,MN,3.589,4.036,4.525,4.536,U.S Dollar,US Gallon,2026-07-07
Missouri,MO,3.47,3.863,4.198,4.284,U.S Dollar,US Gallon,2026-07-07
Mississippi,MS,3.424,3.897,4.274,4.327,U.S Dollar,US Gallon,2026-07-07
Montana,MT,3.901,4.244,4.586,4.309,U.S Dollar,US Gallon,2026-07-07
North Carolina,NC,3.481,3.945,4.346,4.563,U.S Dollar,US Gallon,2026-07-07
North Dakota,ND,3.585,3.952,4.38,4.293,U.S Dollar,US Gallon,2026-07-07
Nebraska,NE,3.566,3.781,4.276,4.217,U.S Dollar,US Gallon,2026-07-07
New Hampshire,NH,3.833,4.433,4.883,5.111,U.S Dollar,US Gallon,2026-07-07
New Jersey,NJ,3.838,4.467,4.74,4.878,U.S Dollar,US Gallon,2026-07-07
New Mexico,NM,3.785,4.231,4.55,4.636,U.S Dollar,US Gallon,2026-07-07
Nevada,NV,4.541,4.854,5.156,5.282,U.S Dollar,US Gallon,2026-07-07
New York,NY,4.056,4.593,4.969,5.394,U.S Dollar,US Gallon,2026-07-07
Ohio,OH,3.559,4.082,4.604,4.796,U.S Dollar,US Gallon,2026-07-07
Oklahoma,OK,3.316,3.728,4.026,4.014,U.S Dollar,US Gallon,2026-07-07
Oregon,OR,4.557,4.828,5.111,5.361,U.S Dollar,US Gallon,2026-07-07
Pennsylvania,PA,3.97,4.446,4.828,5.346,U.S Dollar,US Gallon,2026-07-07
Rhode Island,RI,3.755,4.49,4.877,4.913,U.S Dollar,US Gallon,2026-07-07
South Carolina,SC,3.432,3.912,4.306,4.464,U.S Dollar,US Gallon,2026-07-07
South Dakota,SD,3.654,3.907,4.383,4.185,U.S Dollar,US Gallon,2026-07-07
Tennessee,TN,3.378,3.855,4.262,4.443,U.S Dollar,US Gallon,2026-07-07
Texas,TX,3.32,3.819,4.189,4.226,U.S Dollar,US Gallon,2026-07-07
Utah,UT,3.858,4.135,4.389,4.575,U.S Dollar,US Gallon,2026-07-07
Virginia,VA,3.62,4.121,4.512,4.754,U.S Dollar,US Gallon,2026-07-07
Vermont,VT,3.966,4.56,5.0,5.147,U.S Dollar,US Gallon,2026-07-07
Washington,WA,5.02,5.311,5.573,5.881,U.S Dollar,US Gallon,2026-07-07
Wisconsin,WI,3.554,4.125,4.707,4.571,U.S Dollar,US Gallon,2026-07-07
West Virginia,WV,3.694,4.08,4.539,4.738,U.S Dollar,US Gallon,2026-07-07
Wyoming,WY,3.824,4.122,4.409,4.522,U.S Dollar,US Gallon,2026-07-07
