State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.651,3.934,4.141,3.924,U.S Dollar,US Gallon,2025-12-08
Alabama,AL,2.648,3.086,3.474,3.416,U.S Dollar,US Gallon,2025-12-08
Arkansas,AR,2.51,2.942,3.317,3.377,U.S Dollar,US Gallon,2025-12-08
Arizona,AZ,3.239,3.6,3.916,3.61,U.S Dollar,US Gallon,2025-12-08
California,CA,4.469,4.704,4.888,5.065,U.S Dollar,US Gallon,2025-12-08
Colorado,CO,2.473,2.833,3.153,3.301,U.S Dollar,US Gallon,2025-12-08
Connecticut,CT,3.054,3.671,4.048,3.845,U.S Dollar,US Gallon,2025-12-08
District of Columbia,DC,3.195,3.714,4.167,3.804,U.S Dollar,US Gallon,2025-12-08
Delaware,DE,2.891,3.489,3.737,3.744,U.S Dollar,US Gallon,2025-12-08
Florida,FL,2.91,3.356,3.682,3.621,U.S Dollar,US Gallon,2025-12-08
Georgia,GA,2.786,3.212,3.617,3.565,U.S Dollar,US Gallon,2025-12-08
Hawaii,HI,4.443,4.662,4.923,5.194,U.S Dollar,US Gallon,2025-12-08
Iowa,IA,2.559,2.883,3.392,3.536,U.S Dollar,US Gallon,2025-12-08
Idaho,ID,3.111,3.401,3.67,3.652,U.S Dollar,US Gallon,2025-12-08
Illinois,IL,3.078,3.654,4.111,3.81,U.S Dollar,US Gallon,2025-12-08
Indiana,IN,2.812,3.363,3.853,3.867,U.S Dollar,US Gallon,2025-12-08
Kansas,KS,2.617,2.957,3.321,3.475,U.S Dollar,US Gallon,2025-12-08
Kentucky,KY,2.645,3.195,3.621,3.478,U.S Dollar,US Gallon,2025-12-08
Louisiana,LA,2.579,2.991,3.388,3.282,U.S Dollar,US Gallon,2025-12-08
Massachusetts,MA,3.019,3.635,3.999,3.857,U.S Dollar,US Gallon,2025-12-08
Maryland,MD,2.914,3.502,3.78,3.757,U.S Dollar,US Gallon,2025-12-08
Maine,ME,2.999,3.533,4.003,4.003,U.S Dollar,US Gallon,2025-12-08
Michigan,MI,2.813,3.405,3.973,3.738,U.S Dollar,US Gallon,2025-12-08
Minnesota,MN,2.809,3.294,3.762,3.733,U.S Dollar,US Gallon,2025-12-08
Missouri,MO,2.608,2.999,3.307,3.402,U.S Dollar,US Gallon,2025-12-08
Mississippi,MS,2.552,2.981,3.356,3.291,U.S Dollar,US Gallon,2025-12-08
Montana,MT,2.952,3.263,3.593,3.45,U.S Dollar,US Gallon,2025-12-08
North Carolina,NC,2.756,3.211,3.597,3.49,U.S Dollar,US Gallon,2025-12-08
North Dakota,ND,2.692,3.039,3.4,3.621,U.S Dollar,US Gallon,2025-12-08
Nebraska,NE,2.63,2.888,3.355,3.434,U.S Dollar,US Gallon,2025-12-08
New Hampshire,NH,2.93,3.528,3.95,3.846,U.S Dollar,US Gallon,2025-12-08
New Jersey,NJ,2.975,3.54,3.81,3.768,U.S Dollar,US Gallon,2025-12-08
New Mexico,NM,2.751,3.166,3.481,3.51,U.S Dollar,US Gallon,2025-12-08
Nevada,NV,3.616,3.912,4.184,3.839,U.S Dollar,US Gallon,2025-12-08
New York,NY,3.116,3.632,4.015,3.928,U.S Dollar,US Gallon,2025-12-08
Ohio,OH,2.713,3.242,3.749,3.684,U.S Dollar,US Gallon,2025-12-08
Oklahoma,OK,2.366,2.764,3.063,3.217,U.S Dollar,US Gallon,2025-12-08
Oregon,OR,3.71,3.962,4.227,4.266,U.S Dollar,US Gallon,2025-12-08
Pennsylvania,PA,3.17,3.622,3.993,4.075,U.S Dollar,US Gallon,2025-12-08
Rhode Island,RI,2.974,3.736,4.12,3.849,U.S Dollar,US Gallon,2025-12-08
South Carolina,SC,2.683,3.111,3.498,3.373,U.S Dollar,US Gallon,2025-12-08
South Dakota,SD,2.683,2.893,3.365,3.47,U.S Dollar,US Gallon,2025-12-08
Tennessee,TN,2.564,3.013,3.41,3.401,U.S Dollar,US Gallon,2025-12-08
Texas,TX,2.5,2.96,3.326,3.166,U.S Dollar,US Gallon,2025-12-08
Utah,UT,2.929,3.204,3.444,3.566,U.S Dollar,US Gallon,2025-12-08
Virginia,VA,2.857,3.334,3.709,3.669,U.S Dollar,US Gallon,2025-12-08
Vermont,VT,3.108,3.656,4.097,3.897,U.S Dollar,US Gallon,2025-12-08
Washington,WA,4.1,4.362,4.604,4.862,U.S Dollar,US Gallon,2025-12-08
Wisconsin,WI,2.59,3.122,3.618,3.547,U.S Dollar,US Gallon,2025-12-08
West Virginia,WV,2.87,3.271,3.719,3.691,U.S Dollar,US Gallon,2025-12-08
Wyoming,WY,2.676,2.957,3.23,3.494,U.S Dollar,US Gallon,2025-12-08
