State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.827,4.112,4.357,4.079,U.S Dollar,US Gallon,2025-11-02
Alabama,AL,2.655,3.103,3.495,3.413,U.S Dollar,US Gallon,2025-11-02
Arkansas,AR,2.6,3.061,3.435,3.324,U.S Dollar,US Gallon,2025-11-02
Arizona,AZ,3.36,3.741,4.051,3.602,U.S Dollar,US Gallon,2025-11-02
California,CA,4.651,4.89,5.073,5.132,U.S Dollar,US Gallon,2025-11-02
Colorado,CO,2.854,3.241,3.564,3.528,U.S Dollar,US Gallon,2025-11-02
Connecticut,CT,3.041,3.659,4.039,3.759,U.S Dollar,US Gallon,2025-11-02
District of Columbia,DC,3.205,3.739,4.193,3.799,U.S Dollar,US Gallon,2025-11-02
Delaware,DE,2.916,3.477,3.787,3.602,U.S Dollar,US Gallon,2025-11-02
Florida,FL,2.969,3.429,3.745,3.65,U.S Dollar,US Gallon,2025-11-02
Georgia,GA,2.784,3.236,3.642,3.486,U.S Dollar,US Gallon,2025-11-02
Hawaii,HI,4.48,4.685,4.958,5.219,U.S Dollar,US Gallon,2025-11-02
Iowa,IA,2.745,3.061,3.546,3.512,U.S Dollar,US Gallon,2025-11-02
Idaho,ID,3.358,3.648,3.921,3.729,U.S Dollar,US Gallon,2025-11-02
Illinois,IL,3.201,3.794,4.253,3.757,U.S Dollar,US Gallon,2025-11-02
Indiana,IN,2.907,3.463,3.958,3.818,U.S Dollar,US Gallon,2025-11-02
Kansas,KS,2.707,3.035,3.386,3.456,U.S Dollar,US Gallon,2025-11-02
Kentucky,KY,2.675,3.238,3.652,3.408,U.S Dollar,US Gallon,2025-11-02
Louisiana,LA,2.608,3.045,3.432,3.26,U.S Dollar,US Gallon,2025-11-02
Massachusetts,MA,2.99,3.619,3.981,3.807,U.S Dollar,US Gallon,2025-11-02
Maryland,MD,2.952,3.551,3.858,3.654,U.S Dollar,US Gallon,2025-11-02
Maine,ME,3.025,3.569,4.034,3.879,U.S Dollar,US Gallon,2025-11-02
Michigan,MI,2.974,3.564,4.122,3.722,U.S Dollar,US Gallon,2025-11-02
Minnesota,MN,2.868,3.289,3.733,3.627,U.S Dollar,US Gallon,2025-11-02
Missouri,MO,2.673,3.024,3.355,3.387,U.S Dollar,US Gallon,2025-11-02
Mississippi,MS,2.591,3.049,3.411,3.252,U.S Dollar,US Gallon,2025-11-02
Montana,MT,3.027,3.326,3.648,3.531,U.S Dollar,US Gallon,2025-11-02
North Carolina,NC,2.756,3.214,3.608,3.47,U.S Dollar,US Gallon,2025-11-02
North Dakota,ND,2.84,3.18,3.523,3.501,U.S Dollar,US Gallon,2025-11-02
Nebraska,NE,2.823,3.034,3.518,3.428,U.S Dollar,US Gallon,2025-11-02
New Hampshire,NH,2.924,3.519,3.957,3.775,U.S Dollar,US Gallon,2025-11-02
New Jersey,NJ,2.969,3.566,3.812,3.649,U.S Dollar,US Gallon,2025-11-02
New Mexico,NM,2.764,3.158,3.455,3.47,U.S Dollar,US Gallon,2025-11-02
Nevada,NV,3.903,4.189,4.469,3.946,U.S Dollar,US Gallon,2025-11-02
New York,NY,3.104,3.638,4.005,3.876,U.S Dollar,US Gallon,2025-11-02
Ohio,OH,2.921,3.45,3.961,3.711,U.S Dollar,US Gallon,2025-11-02
Oklahoma,OK,2.56,2.97,3.26,3.289,U.S Dollar,US Gallon,2025-11-02
Oregon,OR,3.886,4.138,4.404,4.365,U.S Dollar,US Gallon,2025-11-02
Pennsylvania,PA,3.213,3.669,4.044,4.019,U.S Dollar,US Gallon,2025-11-02
Rhode Island,RI,2.921,3.668,4.068,3.774,U.S Dollar,US Gallon,2025-11-02
South Carolina,SC,2.684,3.151,3.52,3.418,U.S Dollar,US Gallon,2025-11-02
South Dakota,SD,2.834,3.028,3.495,3.357,U.S Dollar,US Gallon,2025-11-02
Tennessee,TN,2.634,3.108,3.487,3.386,U.S Dollar,US Gallon,2025-11-02
Texas,TX,2.554,3.022,3.383,3.181,U.S Dollar,US Gallon,2025-11-02
Utah,UT,3.198,3.47,3.704,3.611,U.S Dollar,US Gallon,2025-11-02
Virginia,VA,2.907,3.401,3.776,3.582,U.S Dollar,US Gallon,2025-11-02
Vermont,VT,3.092,3.666,4.072,3.811,U.S Dollar,US Gallon,2025-11-02
Washington,WA,4.285,4.565,4.818,4.979,U.S Dollar,US Gallon,2025-11-02
Wisconsin,WI,2.761,3.28,3.771,3.495,U.S Dollar,US Gallon,2025-11-02
West Virginia,WV,2.973,3.406,3.838,3.629,U.S Dollar,US Gallon,2025-11-02
Wyoming,WY,2.945,3.221,3.515,3.563,U.S Dollar,US Gallon,2025-11-02
