State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.659,3.926,4.174,3.674,U.S Dollar,US Gallon,2024-10-05
Alaska,AK,Fairbanks,3.495,3.744,3.964,3.751,U.S Dollar,US Gallon,2024-10-05
Alaska,AK,Juneau,3.603,3.531,3.619,3.547,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Anniston-Oxford,2.732,3.111,3.444,3.273,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Auburn,2.71,3.106,3.472,3.203,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Birmingham,2.752,3.204,3.606,3.387,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Daphne-Fairhope-Foley,2.771,3.187,3.554,3.278,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Decatur,2.714,3.137,3.491,3.303,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Dothan,2.789,3.161,3.558,3.512,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Florence-Muscle Shoals,2.767,3.192,3.559,3.27,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Gadsden,2.657,3.031,3.446,3.329,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Huntsville,2.801,3.232,3.615,3.372,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Mobile,2.73,3.155,3.543,3.272,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Montgomery,2.757,3.216,3.592,3.311,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Russell County,2.779,3.233,3.577,3.357,U.S Dollar,US Gallon,2024-10-05
Alabama,AL,Tuscaloosa,2.74,3.197,3.586,3.292,U.S Dollar,US Gallon,2024-10-05
Arkansas,AR,Fayetteville-Springdale-Rogers,2.808,3.157,3.486,3.173,U.S Dollar,US Gallon,2024-10-05
Arkansas,AR,Fort Smith (AR only),2.781,3.18,3.492,3.269,U.S Dollar,US Gallon,2024-10-05
