State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.634,3.906,4.159,3.929,U.S Dollar,US Gallon,2026-03-03
Alaska,AK,Fairbanks,3.599,3.809,4.032,3.942,U.S Dollar,US Gallon,2026-03-03
Alaska,AK,Juneau,3.63,3.739,3.876,4.347,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Anniston-Oxford,2.812,3.193,3.67,3.622,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Auburn,2.738,3.251,3.614,3.583,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Birmingham,2.762,3.257,3.657,3.6,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Daphne-Fairhope-Foley,2.789,3.302,3.662,3.572,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Decatur,2.695,3.242,3.527,3.499,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Dothan,2.828,3.289,3.681,3.705,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Florence-Muscle Shoals,2.764,3.22,3.609,3.516,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Gadsden,2.706,3.13,3.613,3.549,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Huntsville,2.739,3.245,3.587,3.507,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Mobile,2.821,3.336,3.697,3.701,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Montgomery,2.845,3.301,3.709,3.653,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Russell County,2.784,3.286,3.644,3.678,U.S Dollar,US Gallon,2026-03-03
Alabama,AL,Tuscaloosa,2.758,3.257,3.627,3.557,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Fayetteville-Springdale-Rogers,2.747,3.102,3.487,3.675,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Fort Smith (AR only),2.656,3.076,3.47,3.506,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Hot Springs,2.673,3.224,3.568,3.459,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Jonesboro,2.778,3.193,3.577,3.593,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Little Rock-North Little Rock,2.684,3.166,3.553,3.499,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Pine Bluff,2.61,3.055,3.505,3.543,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,Texarkana (AR only),2.832,3.239,3.562,3.542,U.S Dollar,US Gallon,2026-03-03
Arkansas,AR,West Memphis,2.713,3.162,3.615,3.678,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,East Valley,3.607,4.002,4.304,3.722,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Flagstaff,3.224,3.569,3.928,3.825,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Glendale,3.584,3.99,4.306,3.697,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Lake Havasu-Kingman,3.086,3.375,3.728,3.822,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Peoria,3.575,4.003,4.315,3.692,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Phoenix Proper,3.607,4.012,4.322,3.737,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Phoenix-Mesa,3.577,3.97,4.279,3.732,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Pima County,3.211,3.607,3.909,3.735,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Prescott,3.16,3.499,3.815,3.686,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Scottsdale,3.614,3.962,4.276,3.769,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Sierra Vista-Douglas,3.156,3.538,3.819,3.868,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Tucson,3.211,3.601,3.901,3.743,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,West Valley,3.572,3.993,4.313,3.681,U.S Dollar,US Gallon,2026-03-03
Arizona,AZ,Yuma,3.117,3.521,3.821,3.73,U.S Dollar,US Gallon,2026-03-03
California,CA,Bakersfield,4.573,4.76,5.01,5.151,U.S Dollar,US Gallon,2026-03-03
California,CA,Chico-Paradise,4.549,4.742,4.849,4.933,U.S Dollar,US Gallon,2026-03-03
California,CA,El Centro,4.343,4.483,4.731,4.998,U.S Dollar,US Gallon,2026-03-03
California,CA,Fresno,4.624,4.838,5.046,5.075,U.S Dollar,US Gallon,2026-03-03
California,CA,Hanford-Corcoran,4.51,4.699,4.94,5.083,U.S Dollar,US Gallon,2026-03-03
California,CA,Los Angeles-Long Beach,4.724,4.943,5.113,5.164,U.S Dollar,US Gallon,2026-03-03
California,CA,Madera-Chowchilla,4.72,4.942,5.181,5.22,U.S Dollar,US Gallon,2026-03-03
California,CA,Merced,4.553,4.811,5.059,5.146,U.S Dollar,US Gallon,2026-03-03
California,CA,Modesto,4.517,4.806,5.008,5.152,U.S Dollar,US Gallon,2026-03-03
California,CA,Napa,4.838,5.049,5.182,5.23,U.S Dollar,US Gallon,2026-03-03
California,CA,Oakland,4.741,4.98,5.171,5.277,U.S Dollar,US Gallon,2026-03-03
California,CA,Orange County,4.671,4.891,5.048,5.046,U.S Dollar,US Gallon,2026-03-03
California,CA,Redding,4.513,4.623,4.832,4.915,U.S Dollar,US Gallon,2026-03-03
California,CA,Riverside,4.604,4.831,5.004,5.052,U.S Dollar,US Gallon,2026-03-03
California,CA,Sacramento,4.654,4.888,5.107,5.192,U.S Dollar,US Gallon,2026-03-03
California,CA,Salinas,4.822,4.966,5.196,5.363,U.S Dollar,US Gallon,2026-03-03
California,CA,San Bernardino,4.587,4.781,4.985,5.056,U.S Dollar,US Gallon,2026-03-03
California,CA,San Diego,4.737,4.948,5.123,5.052,U.S Dollar,US Gallon,2026-03-03
California,CA,San Francisco,4.854,5.052,5.255,5.408,U.S Dollar,US Gallon,2026-03-03
California,CA,San Jose,4.68,4.912,5.091,5.242,U.S Dollar,US Gallon,2026-03-03
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.83,5.022,5.248,5.447,U.S Dollar,US Gallon,2026-03-03
California,CA,San Rafael,4.872,5.076,5.294,5.52,U.S Dollar,US Gallon,2026-03-03
California,CA,Santa Barbara-Santa Maria-Lompoc,4.589,4.788,4.955,5.16,U.S Dollar,US Gallon,2026-03-03
California,CA,Santa Cruz-Watsonville,4.718,5.016,5.234,5.216,U.S Dollar,US Gallon,2026-03-03
California,CA,Santa Rosa,4.841,5.037,5.236,5.402,U.S Dollar,US Gallon,2026-03-03
California,CA,Stockton-Lodi,4.572,4.787,5.033,5.156,U.S Dollar,US Gallon,2026-03-03
California,CA,Vallejo-Fairfield,4.635,4.887,5.078,5.207,U.S Dollar,US Gallon,2026-03-03
California,CA,Ventura,4.659,4.872,5.038,5.193,U.S Dollar,US Gallon,2026-03-03
California,CA,Visalia-Tulare-Porterville,4.607,4.864,5.066,5.156,U.S Dollar,US Gallon,2026-03-03
California,CA,Yolo,4.598,4.815,5.109,5.163,U.S Dollar,US Gallon,2026-03-03
California,CA,Yuba City,4.389,4.643,4.835,4.941,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Boulder-Longmont,2.996,3.491,3.803,3.646,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Colorado Springs,3.035,3.478,3.807,3.695,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Denver,3.022,3.477,3.806,3.679,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Durango,3.042,3.381,3.704,3.869,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Fort Collins-Loveland,2.947,3.388,3.752,3.675,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Glenwood Springs,3.502,3.977,4.187,4.01,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Grand Junction (CO only),3.031,3.361,3.711,3.694,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Greeley,2.994,3.396,3.72,3.615,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Pueblo,2.924,3.365,3.733,3.511,U.S Dollar,US Gallon,2026-03-03
Colorado,CO,Vail,3.275,3.595,3.769,3.641,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,Bridgeport,3.003,3.682,4.063,4.056,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,Hartford,2.95,3.567,3.988,4.015,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,Lower Fairfield County,3.008,3.649,4.066,4.065,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,New Haven-Meriden,2.935,3.555,3.95,4.039,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,New London-Norwich (CT only),2.979,3.577,3.957,4.066,U.S Dollar,US Gallon,2026-03-03
Connecticut,CT,Windham,3.009,3.489,3.907,4.122,U.S Dollar,US Gallon,2026-03-03
District of Columbia,DC,Washington (DC only),3.151,3.768,4.139,3.923,U.S Dollar,US Gallon,2026-03-03
District of Columbia,DC,Washington (Entire Metro Average),3.056,3.602,3.941,3.942,U.S Dollar,US Gallon,2026-03-03
Delaware,DE,Dover,3.022,3.511,3.838,4.054,U.S Dollar,US Gallon,2026-03-03
Delaware,DE,Milford-Seaford,3.001,3.429,3.784,4.018,U.S Dollar,US Gallon,2026-03-03
Delaware,DE,Wilmington-Newark (DE only),3.023,3.681,3.911,4.019,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Bradenton-Sarasota-Venice,3.109,3.584,3.901,3.884,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Crestview-Fort Walton Beach,2.795,3.185,3.605,3.674,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Daytona Beach,3.098,3.588,3.927,3.874,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Fort Lauderdale,3.065,3.507,3.825,3.791,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Fort Myers-Cape Coral,3.123,3.605,3.898,3.891,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Gainesville,3.145,3.602,3.988,3.853,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Homosassa Springs,3.104,3.581,3.954,3.92,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Jacksonville,3.098,3.538,3.899,3.861,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Lakeland-Winter Haven,3.064,3.582,3.91,3.861,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Melbourne-Titusville,3.051,3.538,3.868,3.868,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Miami,3.002,3.442,3.689,3.704,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Naples,3.179,3.63,3.967,3.911,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Ocala,3.094,3.61,3.943,3.89,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Orlando,3.123,3.579,3.893,3.905,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Panama City,2.795,3.216,3.614,3.598,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Pensacola,2.859,3.304,3.709,3.718,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Port St. Lucie,3.085,3.569,3.88,3.889,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Punta Gorda,3.088,3.593,3.886,3.871,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Sebastian-Vero Beach,3.064,3.536,3.839,3.861,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Sebring,3.058,3.555,3.871,3.806,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Tallahassee,2.935,3.496,3.813,3.798,U.S Dollar,US Gallon,2026-03-03
Florida,FL,Tampa-St. Petersburg-Clearwater,3.09,3.587,3.898,3.871,U.S Dollar,US Gallon,2026-03-03
Florida,FL,The Villages,3.11,3.642,3.973,3.919,U.S Dollar,US Gallon,2026-03-03
Florida,FL,West Palm Beach-Boca Raton,3.191,3.625,3.97,3.882,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Albany,2.913,3.395,3.73,3.818,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Athens,3.042,3.494,3.862,3.82,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Atlanta,3.073,3.525,3.943,3.812,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Augusta-Aiken (GA only),2.948,3.497,3.886,3.77,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Brunswick,2.986,3.442,3.86,3.876,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Catoosa-Dade-Walker,2.828,3.387,3.744,3.717,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Columbus (GA only),2.855,3.335,3.743,3.756,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Dalton,2.959,3.521,3.841,3.816,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Gainesville,3.024,3.465,3.861,3.78,U.S Dollar,US Gallon,2026-03-03
Georgia,GA,Hinesville-Fort Stewart,2.911,3.355,3.657,3.734,U.S Dollar,US Gallon,2026-03-03
