State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,4.724,5.032,5.266,5.312,U.S Dollar,US Gallon,2026-07-07
Alaska,AK,Fairbanks,4.453,4.602,4.87,5.145,U.S Dollar,US Gallon,2026-07-07
Alaska,AK,Juneau,4.842,4.876,4.931,5.944,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Anniston-Oxford,3.323,3.758,4.219,4.292,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Auburn,3.452,3.821,4.283,4.345,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Birmingham,3.441,3.934,4.33,4.521,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Daphne-Fairhope-Foley,3.395,3.855,4.248,4.341,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Decatur,3.362,3.896,4.214,4.378,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Dothan,3.484,3.913,4.316,4.524,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Florence-Muscle Shoals,3.396,3.866,4.281,4.509,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Gadsden,3.311,3.827,4.178,4.398,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Huntsville,3.426,3.922,4.276,4.578,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Mobile,3.392,3.859,4.256,4.29,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Montgomery,3.509,4.007,4.395,4.348,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Russell County,3.479,4.079,4.461,4.616,U.S Dollar,US Gallon,2026-07-07
Alabama,AL,Tuscaloosa,3.392,3.879,4.296,4.468,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Fayetteville-Springdale-Rogers,3.413,3.825,4.152,4.196,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Fort Smith (AR only),3.394,3.873,4.199,4.303,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Hot Springs,3.35,3.927,4.347,4.394,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Jonesboro,3.361,3.769,4.175,4.353,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Little Rock-North Little Rock,3.379,3.884,4.245,4.176,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Pine Bluff,3.453,3.983,4.434,4.198,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,Texarkana (AR only),3.455,4.009,4.395,4.263,U.S Dollar,US Gallon,2026-07-07
Arkansas,AR,West Memphis,3.452,3.864,4.408,4.404,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,East Valley,3.841,4.233,4.564,4.835,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Flagstaff,4.37,4.667,5.028,5.001,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Glendale,3.76,4.152,4.435,4.806,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Lake Havasu-Kingman,3.944,4.185,4.531,5.046,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Peoria,3.796,4.159,4.49,4.89,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Phoenix Proper,3.796,4.196,4.51,4.807,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Phoenix-Mesa,3.812,4.21,4.534,4.816,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Pima County,3.765,4.142,4.454,4.833,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Prescott,4.316,4.676,5.024,4.99,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Scottsdale,3.979,4.352,4.706,5.001,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Sierra Vista-Douglas,4.192,4.535,4.858,5.005,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Tucson,3.763,4.139,4.451,4.814,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,West Valley,3.756,4.157,4.451,4.848,U.S Dollar,US Gallon,2026-07-07
Arizona,AZ,Yuma,4.077,4.336,4.657,4.956,U.S Dollar,US Gallon,2026-07-07
California,CA,Bakersfield,5.589,5.824,6.053,6.497,U.S Dollar,US Gallon,2026-07-07
California,CA,Chico-Paradise,5.285,5.472,5.75,6.352,U.S Dollar,US Gallon,2026-07-07
California,CA,El Centro,5.188,5.425,5.668,6.447,U.S Dollar,US Gallon,2026-07-07
California,CA,Fresno,5.289,5.539,5.783,6.486,U.S Dollar,US Gallon,2026-07-07
California,CA,Hanford-Corcoran,5.261,5.543,5.77,6.28,U.S Dollar,US Gallon,2026-07-07
California,CA,Los Angeles-Long Beach,5.387,5.609,5.79,6.612,U.S Dollar,US Gallon,2026-07-07
California,CA,Madera-Chowchilla,5.433,5.659,5.959,6.394,U.S Dollar,US Gallon,2026-07-07
California,CA,Merced,5.406,5.687,5.985,6.832,U.S Dollar,US Gallon,2026-07-07
California,CA,Modesto,5.275,5.587,5.778,6.416,U.S Dollar,US Gallon,2026-07-07
California,CA,Napa,5.524,5.762,5.883,6.287,U.S Dollar,US Gallon,2026-07-07
California,CA,Oakland,5.423,5.674,5.875,6.461,U.S Dollar,US Gallon,2026-07-07
California,CA,Orange County,5.268,5.481,5.66,6.423,U.S Dollar,US Gallon,2026-07-07
California,CA,Redding,5.287,5.503,5.641,6.23,U.S Dollar,US Gallon,2026-07-07
California,CA,Riverside,5.206,5.443,5.627,6.39,U.S Dollar,US Gallon,2026-07-07
California,CA,Sacramento,5.362,5.599,5.837,6.415,U.S Dollar,US Gallon,2026-07-07
California,CA,Salinas,5.41,5.554,5.843,6.469,U.S Dollar,US Gallon,2026-07-07
California,CA,San Bernardino,5.246,5.438,5.661,6.368,U.S Dollar,US Gallon,2026-07-07
California,CA,San Diego,5.42,5.642,5.814,6.441,U.S Dollar,US Gallon,2026-07-07
California,CA,San Francisco,5.575,5.793,6.013,6.617,U.S Dollar,US Gallon,2026-07-07
California,CA,San Jose,5.393,5.633,5.819,6.52,U.S Dollar,US Gallon,2026-07-07
California,CA,San Luis Obispo-Atascadero-Paso Robles,5.649,5.847,6.054,6.704,U.S Dollar,US Gallon,2026-07-07
California,CA,San Rafael,5.511,5.75,5.952,6.547,U.S Dollar,US Gallon,2026-07-07
California,CA,Santa Barbara-Santa Maria-Lompoc,5.507,5.698,5.881,6.486,U.S Dollar,US Gallon,2026-07-07
California,CA,Santa Cruz-Watsonville,5.498,5.704,5.926,6.609,U.S Dollar,US Gallon,2026-07-07
California,CA,Santa Rosa,5.537,5.761,5.947,6.504,U.S Dollar,US Gallon,2026-07-07
California,CA,Stockton-Lodi,5.181,5.462,5.659,6.226,U.S Dollar,US Gallon,2026-07-07
California,CA,Vallejo-Fairfield,5.307,5.56,5.776,6.281,U.S Dollar,US Gallon,2026-07-07
California,CA,Ventura,5.335,5.577,5.759,6.552,U.S Dollar,US Gallon,2026-07-07
California,CA,Visalia-Tulare-Porterville,5.287,5.476,5.745,6.395,U.S Dollar,US Gallon,2026-07-07
California,CA,Yolo,5.321,5.601,5.783,6.337,U.S Dollar,US Gallon,2026-07-07
California,CA,Yuba City,5.078,5.311,5.527,6.298,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Boulder-Longmont,3.556,4.016,4.375,4.23,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Colorado Springs,3.516,3.909,4.249,4.047,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Denver,3.514,3.954,4.274,4.03,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Durango,4.417,4.768,4.967,5.012,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Fort Collins-Loveland,3.623,3.982,4.322,4.155,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Glenwood Springs,4.543,5.127,5.381,5.079,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Grand Junction (CO only),3.815,4.101,4.46,4.567,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Greeley,3.459,3.857,4.164,3.915,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Pueblo,3.486,3.849,4.231,4.091,U.S Dollar,US Gallon,2026-07-07
Colorado,CO,Vail,4.263,4.619,4.934,4.75,U.S Dollar,US Gallon,2026-07-07
