State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.849,4.166,4.415,4.061,U.S Dollar,US Gallon,2025-10-27
Alaska,AK,Fairbanks,3.746,3.911,4.277,4.162,U.S Dollar,US Gallon,2025-10-27
Alaska,AK,Juneau,3.838,3.871,3.984,4.51,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Anniston-Oxford,2.64,2.995,3.361,3.264,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Auburn,2.611,3.013,3.393,3.328,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Birmingham,2.665,3.144,3.54,3.404,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Daphne-Fairhope-Foley,2.663,3.088,3.467,3.341,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Decatur,2.532,2.982,3.307,3.215,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Dothan,2.625,3.054,3.413,3.49,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Florence-Muscle Shoals,2.587,2.991,3.345,3.242,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Gadsden,2.589,3.075,3.442,3.268,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Huntsville,2.624,3.064,3.396,3.32,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Mobile,2.584,2.981,3.375,3.336,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Montgomery,2.667,3.071,3.525,3.328,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Russell County,2.725,3.194,3.578,3.399,U.S Dollar,US Gallon,2025-10-27
Alabama,AL,Tuscaloosa,2.634,3.041,3.483,3.356,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Fayetteville-Springdale-Rogers,2.711,3.119,3.404,3.292,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Fort Smith (AR only),2.621,3.008,3.343,3.271,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Hot Springs,2.551,3.195,3.509,3.242,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Jonesboro,2.603,2.944,3.472,3.336,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Little Rock-North Little Rock,2.577,3.073,3.42,3.277,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Pine Bluff,2.667,3.226,3.639,3.372,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,Texarkana (AR only),2.683,3.126,3.494,3.2,U.S Dollar,US Gallon,2025-10-27
Arkansas,AR,West Memphis,2.586,3.029,3.469,3.396,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,East Valley,3.575,3.952,4.259,3.574,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Flagstaff,3.211,3.523,3.889,3.661,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Glendale,3.506,3.902,4.215,3.542,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Lake Havasu-Kingman,3.152,3.397,3.793,3.733,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Peoria,3.535,3.909,4.276,3.541,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Phoenix Proper,3.517,3.894,4.2,3.545,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Phoenix-Mesa,3.515,3.891,4.203,3.565,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Pima County,3.069,3.454,3.767,3.449,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Prescott,3.13,3.396,3.729,3.608,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Scottsdale,3.633,3.971,4.316,3.728,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Sierra Vista-Douglas,2.985,3.238,3.531,3.493,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Tucson,3.075,3.463,3.772,3.462,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,West Valley,3.494,3.887,4.198,3.522,U.S Dollar,US Gallon,2025-10-27
Arizona,AZ,Yuma,3.082,3.462,3.778,3.641,U.S Dollar,US Gallon,2025-10-27
California,CA,Bakersfield,4.585,4.881,5.108,5.16,U.S Dollar,US Gallon,2025-10-27
California,CA,Chico-Paradise,4.356,4.558,4.72,4.841,U.S Dollar,US Gallon,2025-10-27
California,CA,El Centro,4.421,4.619,4.829,4.918,U.S Dollar,US Gallon,2025-10-27
California,CA,Fresno,4.527,4.759,5.019,5.189,U.S Dollar,US Gallon,2025-10-27
California,CA,Hanford-Corcoran,4.382,4.646,4.912,4.98,U.S Dollar,US Gallon,2025-10-27
California,CA,Los Angeles-Long Beach,4.634,4.851,5.017,5.103,U.S Dollar,US Gallon,2025-10-27
California,CA,Madera-Chowchilla,4.54,4.702,5.04,5.183,U.S Dollar,US Gallon,2025-10-27
California,CA,Merced,4.539,4.83,5.065,5.151,U.S Dollar,US Gallon,2025-10-27
California,CA,Modesto,4.363,4.623,4.856,5.114,U.S Dollar,US Gallon,2025-10-27
California,CA,Napa,4.765,4.915,5.091,5.204,U.S Dollar,US Gallon,2025-10-27
California,CA,Oakland,4.597,4.826,5.049,5.215,U.S Dollar,US Gallon,2025-10-27
California,CA,Orange County,4.584,4.797,4.959,4.995,U.S Dollar,US Gallon,2025-10-27
California,CA,Redding,4.401,4.457,4.717,4.855,U.S Dollar,US Gallon,2025-10-27
California,CA,Riverside,4.526,4.778,4.949,5.006,U.S Dollar,US Gallon,2025-10-27
California,CA,Sacramento,4.551,4.798,4.999,5.156,U.S Dollar,US Gallon,2025-10-27
California,CA,Salinas,4.694,4.853,5.096,5.382,U.S Dollar,US Gallon,2025-10-27
California,CA,San Bernardino,4.528,4.735,4.93,5.002,U.S Dollar,US Gallon,2025-10-27
California,CA,San Diego,4.703,4.927,5.108,5.019,U.S Dollar,US Gallon,2025-10-27
California,CA,San Francisco,4.681,4.93,5.104,5.332,U.S Dollar,US Gallon,2025-10-27
California,CA,San Jose,4.544,4.766,4.954,5.154,U.S Dollar,US Gallon,2025-10-27
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.877,5.072,5.206,5.396,U.S Dollar,US Gallon,2025-10-27
California,CA,San Rafael,4.686,4.869,5.064,5.295,U.S Dollar,US Gallon,2025-10-27
