State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,4.7996,5.1557,5.3742,5.4739,U.S Dollar,US Gallon,2026-08-17
Alaska,AK,Fairbanks,4.7587,5.0983,5.3058,5.4449,U.S Dollar,US Gallon,2026-08-17
Alaska,AK,Juneau,4.72,4.7876,4.904,5.8003,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Anniston-Oxford,3.5599,3.9958,4.4305,5.1349,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Auburn,3.6095,4.0228,4.474,5.1276,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Birmingham,3.5967,4.0745,4.4802,5.1676,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Daphne-Fairhope-Foley,3.5122,3.9574,4.3727,5.1728,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Decatur,3.5808,4.0516,4.4414,5.1308,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Dothan,3.6643,4.0482,4.4369,5.193,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Florence-Muscle Shoals,3.5434,3.962,4.3758,5.0478,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Gadsden,3.5199,4.0122,4.3825,5.0651,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Huntsville,3.6208,4.1571,4.4892,5.115,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Mobile,3.5176,4.0258,4.3978,5.2057,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Montgomery,3.6637,4.1228,4.5414,5.1448,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Russell County,3.7048,4.1569,4.6663,5.1937,U.S Dollar,US Gallon,2026-08-17
Alabama,AL,Tuscaloosa,3.5778,3.9811,4.4375,5.076,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Fayetteville-Springdale-Rogers,3.7612,4.1612,4.4189,5.0075,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Fort Smith (AR only),3.6734,4.1375,4.46,5.0324,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Hot Springs,3.5658,4.0801,4.49,5.0486,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Jonesboro,3.5999,3.984,4.3572,5.109,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Little Rock-North Little Rock,3.6958,4.2067,4.5498,5.1005,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Pine Bluff,3.6749,4.1965,4.5568,5.2081,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,Texarkana (AR only),3.7104,4.1845,4.5353,5.1905,U.S Dollar,US Gallon,2026-08-17
Arkansas,AR,West Memphis,3.6949,4.2276,4.624,5.2314,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,East Valley,4.4836,4.8934,5.1953,5.6364,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Flagstaff,4.4267,4.7978,5.0684,5.5551,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Glendale,4.4688,4.8603,5.2099,5.6623,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Lake Havasu-Kingman,4.3515,4.5859,4.977,5.6393,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Peoria,4.4706,4.8644,5.1936,5.7151,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Phoenix Proper,4.4808,4.92,5.2223,5.6751,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Phoenix-Mesa,4.4641,4.8809,5.1946,5.6551,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Pima County,4.2859,4.6907,4.9936,5.4567,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Prescott,4.4338,4.741,5.0776,5.5722,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Scottsdale,4.537,4.899,5.2479,5.718,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Sierra Vista-Douglas,4.3772,4.7011,5.0108,5.5708,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Tucson,4.2834,4.6877,4.9909,5.4661,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,West Valley,4.4518,4.8634,5.1955,5.6719,U.S Dollar,US Gallon,2026-08-17
Arizona,AZ,Yuma,4.3834,4.6675,5.0092,5.6243,U.S Dollar,US Gallon,2026-08-17
California,CA,Bakersfield,5.683,5.9026,6.1325,6.9081,U.S Dollar,US Gallon,2026-08-17
California,CA,Chico-Paradise,5.3387,5.5102,5.7593,6.664,U.S Dollar,US Gallon,2026-08-17
California,CA,El Centro,5.3508,5.5428,5.7831,6.8295,U.S Dollar,US Gallon,2026-08-17
California,CA,Fresno,5.502,5.7267,5.96,6.8237,U.S Dollar,US Gallon,2026-08-17
California,CA,Hanford-Corcoran,5.4418,5.7374,5.898,6.6637,U.S Dollar,US Gallon,2026-08-17
California,CA,Los Angeles-Long Beach,5.6486,5.8605,6.0333,7.1233,U.S Dollar,US Gallon,2026-08-17
California,CA,Madera-Chowchilla,5.5868,5.8122,6.1646,6.7585,U.S Dollar,US Gallon,2026-08-17
California,CA,Merced,5.4946,5.8096,6.057,7.008,U.S Dollar,US Gallon,2026-08-17
California,CA,Modesto,5.367,5.6804,5.9096,6.7173,U.S Dollar,US Gallon,2026-08-17
California,CA,Napa,5.704,5.859,6.0544,6.8747,U.S Dollar,US Gallon,2026-08-17
California,CA,Oakland,5.5523,5.801,6.008,6.9097,U.S Dollar,US Gallon,2026-08-17
California,CA,Orange County,5.5857,5.8005,5.971,7.0289,U.S Dollar,US Gallon,2026-08-17
California,CA,Redding,5.3954,5.5161,5.7507,6.6288,U.S Dollar,US Gallon,2026-08-17
California,CA,Riverside,5.5277,5.764,5.952,6.9984,U.S Dollar,US Gallon,2026-08-17
California,CA,Sacramento,5.4773,5.7126,5.944,6.8127,U.S Dollar,US Gallon,2026-08-17
California,CA,Salinas,5.7011,5.8445,6.1069,6.9523,U.S Dollar,US Gallon,2026-08-17
California,CA,San Bernardino,5.5672,5.7647,5.9682,7.0076,U.S Dollar,US Gallon,2026-08-17
