State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.489,3.788,4.035,3.607,U.S Dollar,US Gallon,2024-11-16
Alaska,AK,Fairbanks,3.455,3.716,3.969,3.71,U.S Dollar,US Gallon,2024-11-16
Alaska,AK,Juneau,3.492,3.513,3.736,3.535,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Anniston-Oxford,2.748,3.091,3.52,3.269,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Auburn,2.702,3.049,3.497,3.246,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Birmingham,2.74,3.189,3.59,3.366,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Daphne-Fairhope-Foley,2.725,3.136,3.513,3.24,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Decatur,2.706,3.144,3.527,3.274,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Dothan,2.812,3.223,3.559,3.514,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Florence-Muscle Shoals,2.723,3.124,3.506,3.249,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Gadsden,2.616,3.047,3.446,3.289,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Huntsville,2.792,3.203,3.588,3.389,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Mobile,2.695,3.12,3.476,3.257,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Montgomery,2.746,3.172,3.598,3.284,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Russell County,2.733,3.194,3.545,3.446,U.S Dollar,US Gallon,2024-11-16
Alabama,AL,Tuscaloosa,2.732,3.141,3.571,3.283,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Fayetteville-Springdale-Rogers,2.555,2.926,3.239,3.025,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Fort Smith (AR only),2.595,2.982,3.349,3.153,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Hot Springs,2.685,3.161,3.54,3.281,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Jonesboro,2.559,2.904,3.345,3.273,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Little Rock-North Little Rock,2.68,3.118,3.51,3.176,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Pine Bluff,2.732,3.189,3.675,3.322,U.S Dollar,US Gallon,2024-11-16
Arkansas,AR,Texarkana (AR only),2.688,3.088,3.421,3.238,U.S Dollar,US Gallon,2024-11-16
