State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.519,3.852,4.093,3.823,U.S Dollar,US Gallon,2026-01-06
Alaska,AK,Fairbanks,3.44,3.676,3.912,3.838,U.S Dollar,US Gallon,2026-01-06
Alaska,AK,Juneau,3.836,3.806,3.897,4.467,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Anniston-Oxford,2.46,2.849,3.233,3.186,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Auburn,2.534,2.983,3.355,3.253,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Birmingham,2.535,3.008,3.435,3.322,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Daphne-Fairhope-Foley,2.49,2.915,3.301,3.279,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Decatur,2.457,2.937,3.297,3.23,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Dothan,2.548,2.936,3.366,3.412,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Florence-Muscle Shoals,2.52,2.939,3.341,3.28,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Gadsden,2.465,2.989,3.369,3.203,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Huntsville,2.541,2.984,3.358,3.328,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Mobile,2.465,2.886,3.255,3.196,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Montgomery,2.514,2.926,3.348,3.268,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Russell County,2.538,2.995,3.394,3.444,U.S Dollar,US Gallon,2026-01-06
Alabama,AL,Tuscaloosa,2.463,2.914,3.301,3.273,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Fayetteville-Springdale-Rogers,2.35,2.732,3.071,3.194,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Fort Smith (AR only),2.342,2.775,3.092,3.16,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Hot Springs,2.36,2.856,3.271,3.203,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Jonesboro,2.37,2.751,3.209,3.243,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Little Rock-North Little Rock,2.326,2.831,3.2,3.144,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Pine Bluff,2.532,2.991,3.466,3.195,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,Texarkana (AR only),2.481,2.966,3.394,3.084,U.S Dollar,US Gallon,2026-01-06
Arkansas,AR,West Memphis,2.377,2.778,3.336,3.296,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,East Valley,3.092,3.475,3.779,3.412,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Flagstaff,3.188,3.482,3.825,3.72,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Glendale,3.004,3.4,3.696,3.316,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Lake Havasu-Kingman,2.922,3.203,3.493,3.582,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Peoria,2.994,3.402,3.732,3.354,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Phoenix Proper,3.077,3.449,3.771,3.354,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Phoenix-Mesa,3.062,3.445,3.76,3.393,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Pima County,2.846,3.237,3.538,3.374,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Prescott,3.021,3.358,3.674,3.511,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Scottsdale,3.198,3.559,3.893,3.609,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Sierra Vista-Douglas,3.007,3.374,3.673,3.567,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Tucson,2.85,3.244,3.544,3.382,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,West Valley,2.999,3.4,3.703,3.321,U.S Dollar,US Gallon,2026-01-06
Arizona,AZ,Yuma,2.976,3.378,3.663,3.552,U.S Dollar,US Gallon,2026-01-06
California,CA,Bakersfield,4.273,4.502,4.705,4.89,U.S Dollar,US Gallon,2026-01-06
California,CA,Chico-Paradise,3.942,4.052,4.343,4.532,U.S Dollar,US Gallon,2026-01-06
California,CA,El Centro,4.007,4.343,4.6,4.797,U.S Dollar,US Gallon,2026-01-06
California,CA,Fresno,4.151,4.405,4.607,4.919,U.S Dollar,US Gallon,2026-01-06
California,CA,Hanford-Corcoran,4.157,4.422,4.619,4.841,U.S Dollar,US Gallon,2026-01-06
California,CA,Los Angeles-Long Beach,4.41,4.63,4.8,4.961,U.S Dollar,US Gallon,2026-01-06
California,CA,Madera-Chowchilla,4.134,4.532,4.759,4.988,U.S Dollar,US Gallon,2026-01-06
California,CA,Merced,4.035,4.365,4.567,4.93,U.S Dollar,US Gallon,2026-01-06
California,CA,Modesto,3.977,4.26,4.488,4.9,U.S Dollar,US Gallon,2026-01-06
California,CA,Napa,4.433,4.588,4.801,4.912,U.S Dollar,US Gallon,2026-01-06
California,CA,Oakland,4.22,4.476,4.673,5.028,U.S Dollar,US Gallon,2026-01-06
California,CA,Orange County,4.295,4.521,4.668,4.789,U.S Dollar,US Gallon,2026-01-06
California,CA,Redding,3.749,3.911,4.084,4.578,U.S Dollar,US Gallon,2026-01-06
California,CA,Riverside,4.146,4.401,4.57,4.8,U.S Dollar,US Gallon,2026-01-06
California,CA,Sacramento,4.095,4.347,4.573,4.861,U.S Dollar,US Gallon,2026-01-06
California,CA,Salinas,4.322,4.487,4.683,5.115,U.S Dollar,US Gallon,2026-01-06
California,CA,San Bernardino,4.184,4.409,4.584,4.832,U.S Dollar,US Gallon,2026-01-06
California,CA,San Diego,4.447,4.656,4.842,4.886,U.S Dollar,US Gallon,2026-01-06
California,CA,San Francisco,4.317,4.524,4.671,5.079,U.S Dollar,US Gallon,2026-01-06
California,CA,San Jose,4.111,4.335,4.514,4.983,U.S Dollar,US Gallon,2026-01-06
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.455,4.64,4.796,5.105,U.S Dollar,US Gallon,2026-01-06
California,CA,San Rafael,4.263,4.466,4.671,4.998,U.S Dollar,US Gallon,2026-01-06
California,CA,Santa Barbara-Santa Maria-Lompoc,4.367,4.554,4.719,4.953,U.S Dollar,US Gallon,2026-01-06
California,CA,Santa Cruz-Watsonville,4.293,4.557,4.756,5.066,U.S Dollar,US Gallon,2026-01-06
California,CA,Santa Rosa,4.3,4.513,4.7,4.983,U.S Dollar,US Gallon,2026-01-06
California,CA,Stockton-Lodi,3.94,4.181,4.423,4.748,U.S Dollar,US Gallon,2026-01-06
California,CA,Vallejo-Fairfield,4.16,4.421,4.642,4.919,U.S Dollar,US Gallon,2026-01-06
California,CA,Ventura,4.362,4.569,4.736,5.038,U.S Dollar,US Gallon,2026-01-06
California,CA,Visalia-Tulare-Porterville,4.188,4.462,4.666,4.915,U.S Dollar,US Gallon,2026-01-06
California,CA,Yolo,4.017,4.321,4.516,4.767,U.S Dollar,US Gallon,2026-01-06
California,CA,Yuba City,3.771,3.93,4.213,4.691,U.S Dollar,US Gallon,2026-01-06
Colorado,CO,Boulder-Longmont,2.361,2.8,3.149,3.174,U.S Dollar,US Gallon,2026-01-06
